model,feature,regularization,C,auc_mean,auc_std,featureDiscarded_mean,featureDiscarded_std,time_mean,time_std,solver
LR,interest4,l2,1000.0,0.498465655592695,0.00018696909240229886,,,6.8137898445129395,0.10517655034172207,liblinear
LR,interest4,l2,1000000.0,0.498465655592695,0.00018696909240229886,,,8.120094378789267,0.2149907503856511,liblinear
LR,interest4,l1,1e-06,0.5,0.0,11.0,0.0,6.086380243301392,1.2386305043879173,liblinear
LR,interest4,l1,0.001,0.4984803876818587,0.0002003677899979912,10.0,0.0,22.224618275960285,5.591022032786244,liblinear
LR,interest4,l1,1.0,0.49845999975303057,0.00020651753628180719,1.0,0.816496580927726,82.47117551167806,20.652935469557505,liblinear
LR,interest4,l1,1000.0,0.49845620594863416,0.00020427778000863865,0.0,0.0,68.79098725318909,34.27827052913393,liblinear
LR,interest4,l1,1000000.0,0.4984583536224338,0.0002045925708007033,0.0,0.0,67.56692107518514,20.992976857253893,liblinear
LR,interest5,l2,1e-06,0.4757146682479419,0.0002941693497701066,,,12.11616563796997,0.105308941712402,liblinear
LR,interest5,l2,0.001,0.4296790478970685,0.0009231902419661467,,,26.91574231783549,0.16927562574832858,liblinear
LR,interest5,l2,1.0,0.428303127796819,0.0008337877000104274,,,50.80908600489298,5.8886258276726045,liblinear
LR,interest5,l2,1000.0,0.42830138708673965,0.0008338892318665127,,,50.931909481684364,6.25655124418972,liblinear
LR,interest5,l2,1000000.0,0.4283022806167163,0.0008364476364684835,,,50.50104339917501,5.923181607062741,liblinear
LR,interest5,l1,1e-06,0.5,0.0,137.0,0.0,8.95372231801351,0.22327747610410115,liblinear
LR,interest5,l1,0.001,0.4329783118288298,0.0008380097035878302,100.33333333333333,0.9428090415820634,53.72110239664713,0.9695157270431215,liblinear
LR,interest5,l1,1.0,0.42831462202639287,0.000830725347573377,0.6666666666666666,0.4714045207910317,154.2738480567932,8.349749467858,liblinear
LR,interest5,l1,1000.0,0.4282983804342713,0.0008216478916862315,0.0,0.0,167.46351186434427,7.909800070446105,liblinear
LR,interest5,l1,1000000.0,0.42831089588413934,0.0008194410493858818,0.0,0.0,164.9654325644175,5.422298003659624,liblinear
LR,kw1,l2,1e-06,0.5060563801930794,0.0009283420247323985,,,6.44456426302592,0.10574233416177492,liblinear
LR,kw1,l2,0.001,0.45120373318022894,0.0006916279126698623,,,13.300574779510498,0.2423795674589703,liblinear
LR,kw1,l2,1.0,0.4540237260617379,0.0009186058619174382,,,173.78581976890564,8.033288787027006,liblinear
LR,kw1,l2,1000.0,0.4593734455311362,0.0012115473903617179,,,1153.736478249232,82.60569704348025,liblinear
LR,kw1,l2,1000000.0,0.4593858305200185,0.0011625140227703886,,,1051.3869164784749,57.73518325188615,liblinear
LR,kw1,l1,1e-06,0.5,0.0,259909.0,0.0,7.69028886159261,0.03812235109666945,liblinear
LR,kw1,l1,0.001,0.48409752894571056,0.0004155538806411407,259903.66666666666,0.4714045207910317,15.033137083053589,0.6734436367570305,liblinear
LR,kw1,l1,1.0,0.4513832610216432,0.0009358639817036739,218633.33333333334,103.69935176053684,138.4356725215912,11.031979036352453,liblinear
LR,kw1,l1,1000.0,0.459574319885622,0.0012599867054596,29970.666666666668,35.91038228083288,697.1882954438528,287.47564532129235,liblinear
LR,kw1,l1,1000000.0,0.45955875802099894,0.0012606210318353939,29621.333333333332,50.6776303927307,612.9067567984263,137.33155296801874,liblinear
LR,kw2,l2,1e-06,0.45099699885745076,0.0008242142638233193,,,5.54800812403361,0.07184574517181037,liblinear
LR,kw2,l2,0.001,0.36013502964281513,0.0010685760032526689,,,12.431994597117106,0.1148552298825859,liblinear
LR,kw2,l2,1.0,0.35262099807145786,0.0007306747133513643,,,131.04099337259927,9.158369123041194,liblinear
LR,kw2,l2,1000.0,0.3561415944166811,0.0007949325350170888,,,1367.589677810669,255.70370474730737,liblinear
LR,kw2,l2,1000000.0,0.3561619592773733,0.0007936649755492883,,,1479.6928331057231,364.169178115678,liblinear
LR,kw2,l1,1e-06,0.5,0.0,49197.0,0.0,7.096620241800944,0.01822551865066659,liblinear
LR,kw2,l1,0.001,0.40057046233223503,0.0016792617928661818,49152.333333333336,0.9428090415820634,19.49832582473755,0.33913538887390476,liblinear
LR,kw2,l1,1.0,0.35098014964991214,0.0007383456326683867,37332.0,27.434771124736336,354.83092284202576,21.88290705977732,liblinear
LR,kw2,l1,1000.0,0.35623089974329486,0.0007548369462461965,5662.666666666667,53.1057644914582,1804.5867223739624,487.82812698321897,liblinear
LR,kw2,l1,1000000.0,0.35624398625746473,0.0007582929822333298,5486.666666666667,44.90978611493144,1151.3494041760762,582.376707755907,liblinear
LR,kw3,l2,1e-06,0.4965875961662745,0.000317121624144972,,,4.209244569142659,0.025100764181000716,liblinear
LR,kw3,l2,0.001,0.49664255982240935,0.00029297019548618397,,,6.00814414024353,0.00974136417340357,liblinear
LR,kw3,l2,1.0,0.49788849908810356,0.000206806729384706,,,31.533849318822224,1.7485008878141786,liblinear
LR,kw3,l2,1000.0,0.4980687722694708,0.00013088437906713066,,,138.99840227762857,28.352123251475234,liblinear
LR,kw3,l2,1000000.0,0.49800748817506085,0.00013337761870766426,,,174.03671566645303,30.005568751029475,liblinear
LR,kw3,l1,1e-06,0.5,0.0,11922.0,0.0,3.9683013757069907,1.2103155007411683,liblinear
LR,kw3,l1,0.001,0.49660037524490247,0.00031646465583246025,11921.0,0.0,15.823868672053019,6.979618251077287,liblinear
LR,kw3,l1,1.0,0.4977261503089143,0.0003632203431282023,10343.333333333334,20.138409955990955,211.6418350537618,75.50195228559451,liblinear
LR,kw3,l1,1000.0,0.49802497149563574,0.00019955472797103432,2514.6666666666665,36.81787005729087,17.57800356547038,4.745064696438216,liblinear
LR,kw3,l1,1000000.0,0.49805145306199505,0.00016374412004569063,2225.6666666666665,184.24138755689202,442.8941281636556,574.7966451615487,liblinear
LR,topic1,l2,1e-06,0.5009565012248444,0.00015050928240599928,,,4.737396001815796,0.06856059974461204,liblinear
LR,topic1,l2,0.001,0.4598783742959856,0.0004884227481943014,,,11.926062107086182,0.05535480484154408,liblinear
LR,topic1,l2,1.0,0.46369587497457193,0.000529254844160589,,,80.87272397677104,2.788163870313135,liblinear
LR,topic1,l2,1000.0,0.46393739864910427,0.0004946398089707483,,,253.39393480618796,45.309395717007035,liblinear
LR,topic1,l2,1000000.0,0.4639685699443115,0.0004978677310080791,,,188.0781413714091,23.822232464008003,liblinear
LR,topic1,l1,1e-06,0.5,0.0,10001.0,0.0,7.067315022150676,0.03860384582442861,liblinear
LR,topic1,l1,0.001,0.48756145654373445,0.000646041988676424,9997.0,0.0,14.780827522277832,0.52954943718801,liblinear
LR,topic1,l1,1.0,0.46286428261249135,0.0005532589200822157,1647.3333333333333,17.326921891156037,679.7249704202017,26.96572228289615,liblinear
LR,topic1,l1,1000.0,0.4639376870848726,0.0005084965396289247,2.3333333333333335,1.8856180831641267,7030.018579324086,3156.514116131848,liblinear
LR,topic1,l1,1000000.0,0.4639392341403994,0.0005078659151599433,0.0,0.0,4573.4259154001875,332.9765921288635,liblinear
LR,topic2,l2,1e-06,0.4820825435891017,0.000340542171440802,,,5.00610876083374,0.011262448638456475,liblinear
LR,topic2,l2,0.001,0.3902614089017129,7.288824100481499e-05,,,9.719092210133871,0.1005382689751654,liblinear
LR,topic2,l2,1.0,0.3833434983322364,8.65983601280663e-05,,,57.60800989468893,5.505575787525568,liblinear
LR,topic2,l2,1000.0,0.3837258398242253,9.781276075504e-05,,,241.16460609436035,66.46427692783314,liblinear
LR,topic2,l2,1000000.0,0.38372267774177216,9.819504389892692e-05,,,320.6961003939311,34.60497685464191,liblinear
LR,topic2,l1,1e-06,0.5,0.0,9980.0,0.0,7.174598693847656,0.013573624301310932,liblinear
LR,topic2,l1,0.001,0.43912040144441633,0.0007338435550145569,9947.0,0.816496580927726,15.286412636439005,1.5425274485994322,liblinear
LR,topic2,l1,1.0,0.3829759630538476,0.00010191808644254447,2213.0,27.434771124736336,1023.2579253514608,53.76960230075054,liblinear
LR,topic2,l1,1000.0,0.38375254750375004,7.18629749225545e-05,28.333333333333332,21.9291789378647,2150.0751764774323,1488.2614435701216,liblinear
LR,topic2,l1,1000000.0,0.383759110423685,7.213972366081767e-05,13.0,2.8284271247461903,1386.1015333334606,1298.1112104536119,liblinear
LR,topic3,l2,1e-06,0.4966067265149114,0.0003137211912539668,,,4.183496793111165,0.009364439807974356,liblinear
LR,topic3,l2,0.001,0.4966103175186671,0.0003063302591266749,,,5.892290115356445,0.01607792175626378,liblinear
LR,topic3,l2,1.0,0.4975641813112932,0.00026977180956964437,,,28.120625257492065,0.7769225501779151,liblinear
LR,topic3,l2,1000.0,0.49754317869332415,0.0002278877159236772,,,98.7446695168813,6.397923823847829,liblinear
LR,topic3,l2,1000000.0,0.497571432481512,0.0001839560554507356,,,102.57354227701823,16.4453176393113,liblinear
LR,topic3,l1,1e-06,0.5,0.0,5873.0,0.0,4.253646691640218,0.8649291891479515,liblinear
LR,topic3,l1,0.001,0.4966106208319568,0.00030880464614560423,5872.0,0.0,16.006558020909626,0.6207200677990127,liblinear
LR,topic3,l1,1.0,0.4974385426811807,8.931869353229266e-05,4322.0,18.40289832245635,213.511798620224,82.5643783650554,liblinear
LR,topic3,l1,1000.0,0.49755851949204893,0.00023455640404317633,668.3333333333334,22.661764175711376,10.63569951057434,0.8249734179393733,liblinear
LR,topic3,l1,1000000.0,0.49754568623570666,0.000241433915818222,425.3333333333333,33.06895153396242,8.944179932276407,1.3840180002864992,liblinear
LR,appIdInstall,l2,1e-06,0.4982790473490358,0.000320989188813958,,,5.014443397521973,0.007780632086642314,liblinear
LR,appIdInstall,l2,0.001,0.49843163437546617,0.00014000721956458056,,,9.116119623184204,0.16328261916990347,liblinear
LR,appIdInstall,l2,1.0,0.49922681652166284,0.0001278211795547638,,,182.6014873186747,6.7971940209112285,liblinear
LR,appIdInstall,l2,1000.0,0.4993141846094021,0.000129074911680098,,,191.9974095026652,24.70398023431897,liblinear
LR,appIdInstall,l2,1000000.0,0.49931478910465205,0.00015199700072314535,,,210.3513136704763,20.1230396088516,liblinear
LR,appIdInstall,l1,1e-06,0.5,0.0,64856.0,0.0,7.308166106541951,1.9985154783867385,liblinear
LR,appIdInstall,l1,0.001,0.49805117920718095,0.00021251134174584486,64855.0,0.0,21.00624457995097,3.5332918429715137,liblinear
LR,appIdInstall,l1,1.0,0.49898592253123786,0.00020429778115993482,56153.0,52.33227175144097,233.34494002660117,35.845851132084775,liblinear
LR,appIdInstall,l1,1000.0,0.4996908828975755,0.00010704874127135996,35560.333333333336,1078.163356000482,3430.2278469403586,744.4526348199521,liblinear
LR,appIdInstall,l1,1000000.0,0.4997074239127375,0.0001600050942987968,28471.666666666668,267.7839095655716,5559.8290821711225,383.5325033882104,liblinear
LR,appIdAction,l2,1e-06,0.4984546119234185,0.00013452012199965786,,,4.487735589345296,0.4581929868523032,liblinear
LR,appIdAction,l2,0.001,0.49847542807840634,0.00014535099742660977,,,6.512304862340291,0.06042939690077989,liblinear
LR,appIdAction,l2,1.0,0.49876594081351694,8.011534870851286e-05,,,30.209996461868286,5.10985886075272,liblinear
LR,appIdAction,l2,1000.0,0.49908769876563563,4.480171353978308e-05,,,102.42060629526775,16.05961672694892,liblinear
LR,appIdAction,l2,1000000.0,0.4990378933779865,6.9727857781228e-05,,,99.24496173858643,22.95796001053991,liblinear
LR,appIdAction,l1,1e-06,0.5,0.0,6215.0,0.0,4.70703911781311,1.5251464318364494,liblinear
LR,appIdAction,l1,0.001,0.4984562267405464,0.00013279372190422447,6214.0,0.0,25.63329823811849,1.633714610182107,liblinear
LR,appIdAction,l1,1.0,0.4986636255052002,0.00012032614088729029,4481.333333333333,21.29684379328438,67.90596985816956,0.46787307664023,liblinear
LR,appIdAction,l1,1000.0,0.49910187764711617,6.41700900804348e-05,360.6666666666667,27.740864362084242,128.24698781967163,23.42270596867581,liblinear
LR,appIdAction,l1,1000000.0,0.49910072782248704,6.518069094404827e-05,300.3333333333333,22.691163233490013,80.37530660629272,26.44257819282083,liblinear
LR,ct,l2,1e-06,0.47011793597787904,0.0004928905731754469,,,5.609881401062012,0.11564276721292284,liblinear
LR,ct,l2,0.001,0.4692999504711999,0.0007322128611976256,,,7.517108678817749,0.5070980932238248,liblinear
LR,ct,l2,1.0,0.46835558810560435,0.0007838926862057977,,,8.76451841990153,0.18942465394642233,liblinear
LR,ct,l2,1000.0,0.46835558810560435,0.0007838926862057977,,,8.62651538848877,0.05542393961735128,liblinear
LR,ct,l2,1000000.0,0.46835558810560435,0.0007838926862057977,,,10.041324774424234,0.4128080509866722,liblinear
LR,ct,l1,1e-06,0.5,0.0,5.0,0.0,3.982444683710734,0.8462771035184171,liblinear
LR,ct,l1,0.001,0.4701283183021194,0.0008227029960097383,2.6666666666666665,0.4714045207910317,21.414730072021484,3.9815807472561433,liblinear
LR,ct,l1,1.0,0.46835558810560435,0.0007838926862057977,0.0,0.0,32.038976192474365,6.560876251127294,liblinear
LR,ct,l1,1000.0,0.46835558810560435,0.0007838926862057977,0.0,0.0,39.80189927419027,2.5673235955861595,liblinear
LR,ct,l1,1000000.0,0.46835558810560435,0.0007838926862057977,0.0,0.0,39.24401275316874,2.84133504026198,liblinear
LR,os,l2,1e-06,0.5004898703326428,0.0005913664427394683,,,4.227455457051595,0.04491551483907243,liblinear
LR,os,l2,0.001,0.4692254323264317,0.00058820324400697,,,6.133290688196818,0.07694131259970707,liblinear
LR,os,l2,1.0,0.4683976614671759,0.0006169815545844099,,,6.528283675511678,0.4170142989705928,liblinear
LR,os,l2,1000.0,0.4683976614671759,0.0006169815545844099,,,6.229499896367391,0.3665298371700223,liblinear
LR,os,l2,1000000.0,0.4683976614671759,0.0006169815545844099,,,7.335631688435872,0.7749165054732983,liblinear
LR,os,l1,1e-06,0.5,0.0,3.0,0.0,3.3092967669169107,0.023122977995571184,liblinear
