aid,auc
2054,0.947292354330166
613,0.9367837751071284
1672,0.9328486947324977
519,0.9304750084403166
1957,0.9222719970559721
1930,0.9194081416928426
725,0.9174222134047548
450,0.91409753490184
1375,0.9064212719282368
671,0.9018522100783442
336,0.8978120978120978
1171,0.8972578782301682
1021,0.8899999785558547
1057,0.8873596274993153
2205,0.8856514810825791
1027,0.8848898239154971
164,0.8844516279941728
1940,0.8741916119153205
1966,0.8739752870238634
1622,0.8707065919157908
1842,0.8692403486924035
765,0.8681269453074041
70,0.8645115378199392
1377,0.8641690137172066
1449,0.8618047363810075
916,0.8617328682940961
205,0.8605462277378015
1429,0.8583450157524233
12,0.8575451172350245
1847,0.8559101492946173
313,0.8558279114339034
1894,0.8553465263861055
1507,0.8541015624999999
1107,0.8512171144222888
1379,0.8411485577311104
1483,0.8391138514482364
727,0.8387694255135417
846,0.8377689894392647
121,0.8351094114580164
1596,0.8322169494751699
2031,0.8299043027889906
1827,0.8176361350099584
7,0.8113165313149115
1201,0.8104895380051211
1950,0.8076076133114043
686,0.8043617970061557
1621,0.8028180832051653
1970,0.8022948114035748
1284,0.7993081389803024
927,0.7961069130330298
1819,0.7951653851305287
1254,0.7923458367548352
1512,0.7919876166956556
903,0.7906405362148503
98,0.7862411375516766
2201,0.7827679837892605
1140,0.7824769763998234
2068,0.7792404054539978
1716,0.7764911126113079
1338,0.7748026587338854
932,0.7747487137463176
1291,0.771700345526939
191,0.7691577502338925
173,0.7681538098948371
1277,0.7671756645018677
174,0.7665215952920523
2050,0.7664483276470417
792,0.7663998943788987
2013,0.7661543012878254
311,0.7632041963158542
1790,0.7623957832291165
886,0.7614116213212891
145,0.7606351016402277
681,0.7554020097815931
1508,0.7545992571780303
1503,0.7509068282381335
688,0.7502482510737241
272,0.7395572462979094
1605,0.7366929319888789
1242,0.7366521971613947
286,0.7256654384852634
231,0.7239403260453391
966,0.7213659020156493
411,0.7205871134073292
2044,0.7199390833954661
1635,0.7189621790836551
2118,0.7186544457424995
1351,0.718646910689229
389,0.7179210458015985
1910,0.7163512475629692
838,0.7159702138955251
1468,0.7127950462636015
1871,0.7028238371869349
2197,0.7013464744137998
1017,0.7003987736603573
2112,0.6980100952488401
516,0.696869024765014
1841,0.6934829511573698
2169,0.6905119500625521
561,0.6883084895950904
1023,0.6880037723437252
302,0.6860350422009031
1530,0.6845350902755598
454,0.6840302472920499
432,0.6839179330856571
1182,0.6792656544841581
471,0.6785547380989143
1671,0.6777956790257851
1749,0.6772600659979547
1991,0.6769228996872755
1407,0.6735522731050418
1998,0.6687400114218424
74,0.6631952729356021
1566,0.6558193006098769
117,0.6513772858650607
692,0.6485871450582403
1918,0.6481040418381447
2066,0.648015924813993
177,0.646966291249436
6,0.6469178864244094
1781,0.6459681208101141
660,0.6421697020534343
404,0.6372668438066911
420,0.6365593241487139
1335,0.6352847683866203
1119,0.6343863464528771
914,0.6337733012340216
1415,0.6331979735922342
975,0.6329169591434589
2048,0.6314346432463068
529,0.6307112569806436
1317,0.6306437691323016
136,0.6274374623129909
1085,0.6267857882313969
647,0.6244430074816957
1746,0.6229682041776574
1202,0.6214836811917751
853,0.617019855144855
951,0.6132258960822451
1714,0.611456425944098
748,0.6095425499079703
543,0.6093518629001898
1925,0.6090523338048089
699,0.6075824535156618
1044,0.6068051401719867
1496,0.6039638909184851
1728,0.6036072403807563
1230,0.6035184454476974
1215,0.60308079915436
212,0.6021901640509857
436,0.6019947188476052
1350,0.601496119141
86,0.6006687615824672
960,0.6004729781559578
624,0.599903703505103
206,0.5966195283761949
939,0.5944060077625122
1599,0.5907621062717074
2216,0.5890556050752148
1580,0.5886594420522191
18,0.5794544415654849
894,0.575029624446536
369,0.5735874851186566
2154,0.5680417110734959
2196,0.5677072236937919
1904,0.5658921634874916
875,0.5658657937806874
1962,0.5624479042584082
977,0.5598956214064573
1931,0.5591757302883181
2047,0.5544197020390127
562,0.5514095390992847
113,0.5299927567540093
