aid,auc
2054,0.9544826720749386
1672,0.9506603287069219
613,0.9316860465116278
519,0.9308803855220467
1957,0.9221204357839712
1930,0.9219020400569372
336,0.9180471460318311
1375,0.9170145104701167
725,0.9168100729679199
450,0.9151672979797979
671,0.911605336047974
164,0.9007341841130511
1021,0.9006155742435252
1171,0.89666312476496
1966,0.8948167957100653
1940,0.8803087725175709
2205,0.8783317782239726
1429,0.8770557852604326
1057,0.8744315809451509
313,0.8681619836058888
916,0.866855679509323
765,0.8667705316880047
1377,0.8662204191144585
1842,0.8658896441423432
1622,0.864560257264181
1027,0.8640753612584599
70,0.8633082028200176
205,0.8610752993619439
1894,0.8567454834932039
1107,0.8560972766602648
1449,0.8547675364495337
12,0.8506651974133242
1507,0.8504892810679336
846,0.8451376209030924
1512,0.8421485004520263
1596,0.837516684631491
121,0.8367181498048177
1379,0.8329501270717299
686,0.8273117214097617
1483,0.8269995316615069
2031,0.824766161963423
727,0.8239333496256858
1284,0.8238331998827139
1950,0.8230512826102907
1819,0.8214256185754775
927,0.8204425278505056
1847,0.8172220569576065
1827,0.815623305378612
1621,0.8092406595563699
2068,0.8067959765512381
2201,0.8039513973201053
1254,0.8027169682988227
1970,0.7989738549890743
1201,0.79611686004699
903,0.7933558764872464
1716,0.7929923644913167
7,0.7908434135847889
932,0.7906611771782173
1338,0.7816587129036217
792,0.7807163311321004
1291,0.7800726239651149
98,0.7797188387214947
1140,0.779543165727769
145,0.7760398084408403
2013,0.769210830849898
173,0.7689922683372357
2050,0.7665643988950394
311,0.7663410548966042
191,0.764360394759226
1503,0.7634096975192936
681,0.7620737774675763
688,0.7620579896011186
174,0.7601406377247385
1508,0.7571180340819771
1790,0.7529580565572216
286,0.7517492860377106
1023,0.7457332671840196
1277,0.7392405063291138
1605,0.7379696405588249
886,0.7322221644691628
1351,0.7294946915064102
966,0.7267101918824238
272,0.7218959575434131
411,0.7214541202211185
2044,0.7213650697263149
2118,0.7190456341926567
1841,0.7183849723694465
1671,0.7165018666128544
389,0.7155570527846103
231,0.7154848023273025
838,0.7135431357537172
1910,0.7107945541928088
2169,0.7107611942431648
1468,0.7075532219286611
1749,0.7025292431584498
1871,0.7002811693653941
1635,0.6993301558675769
1017,0.6973104032706576
471,0.6905906757485445
2112,0.6899902796554306
2197,0.6894491007508293
561,0.6848141747029162
302,0.684637672587546
432,0.6807962049941986
1991,0.6790853477313255
1242,0.6781823202570625
1530,0.6759010187312303
2066,0.6740799119689512
74,0.6727558443448287
454,0.6726531477397801
117,0.6661724308891057
1407,0.6638823933536142
404,0.6592018411690692
1182,0.6583910051755935
660,0.6574990015019662
647,0.6573314072835094
1918,0.6563159558622936
1566,0.6549595921086491
177,0.6534605928660713
212,0.6523004962054574
516,0.6507418327260079
692,0.6500510132904532
2048,0.6487388917420285
1317,0.6443137534085294
1781,0.6437182915866521
6,0.6424735052989402
1335,0.6412454586015679
136,0.6393808255114772
1998,0.636552693208431
1119,0.6365170331505974
1415,0.6358500453476734
436,0.6353992580775853
2196,0.6297330097087378
86,0.628368794326241
529,0.6283240689997129
420,0.6282150004903545
1085,0.6262841441483162
1728,0.6254376074738716
1746,0.6252090957567258
914,0.6247861841693084
853,0.6223843375477107
960,0.6222526671719234
894,0.6221135468113458
1044,0.6219412740115428
748,0.6203288440327422
1580,0.6196611787162968
1496,0.6187604122876672
975,0.6174320941874478
977,0.6154469654296082
624,0.6152743340326785
1202,0.6152369401368795
1230,0.614682064821674
1714,0.6138823028871155
1350,0.6126233736424369
543,0.6124118082449166
562,0.6113256113256114
699,0.6099240518234617
1599,0.607258750623871
1904,0.6071297464466268
2047,0.6030602483100828
1925,0.6014380859457854
875,0.5926444615896534
369,0.5899665535055338
1962,0.5891971749616591
951,0.5891276242938648
1931,0.5875500026847079
2154,0.5851480256907232
939,0.5826974580675792
1215,0.5822440935668605
18,0.5761432399578232
206,0.5726138100370559
2216,0.5582865494046467
113,0.5398373680480436
