aid,auc
2054,0.941714152454728
613,0.9328702743797083
1672,0.9311214495592557
519,0.9269773472962152
1957,0.9265665374677003
1171,0.9193055126957376
450,0.9127567567567568
1930,0.9104590561861926
725,0.9104587014209792
1375,0.9065068345192242
671,0.9018294309799028
1057,0.8984224810584643
205,0.8886617152076554
1021,0.8875215327242079
1966,0.8869747033012338
336,0.881010881010881
1940,0.8777637421163501
1027,0.8770861991308265
1507,0.8755615332885003
2205,0.8742851221630871
1842,0.8719770827134347
1622,0.8696140992563239
765,0.8685511328141268
916,0.8674297790837826
164,0.8666475265017668
1377,0.8635312690209034
1429,0.8629562794097492
1449,0.8595165537998496
70,0.8590045262750607
1107,0.8572599440394192
12,0.8511263768328012
846,0.8490826687252117
727,0.8489682833138185
313,0.8447339272247361
1379,0.8426456612907913
1894,0.83824314452686
927,0.8369611158072696
121,0.8336028034614911
1483,0.8331175960126076
1512,0.8268058508924545
2031,0.8266758290181039
1596,0.8261544212441525
1827,0.8248810885910428
1847,0.8145787597667775
1950,0.8113596037171267
1970,0.8101965962441314
1284,0.8100373759955288
1201,0.8093137342845808
686,0.8079629792719151
2068,0.8061440054175009
7,0.8044956373696531
145,0.8040098095518959
1621,0.7979544127539501
932,0.7979319669083832
903,0.7965351282841777
1819,0.7933272409212981
2201,0.7900857300884956
272,0.7894968476213869
1254,0.784956737605168
1140,0.7836281556225043
2013,0.781621433355611
98,0.7772713492358787
792,0.7764983755060675
1716,0.7762461645296963
1277,0.7712652499392323
1503,0.7678668994923412
174,0.767849714604659
1508,0.7677154323719058
173,0.7664029930428679
191,0.7659388621191121
1291,0.7636770327901209
1242,0.7615077717817444
311,0.7590188250486525
1338,0.7569122456611352
681,0.755609756097561
1910,0.7501611599143395
886,0.7481182711973505
2050,0.7480013232250675
1790,0.734655990510083
1351,0.7341495823842065
2044,0.7313327980730631
1605,0.7304422239782474
688,0.7293480534061265
2112,0.725914162743469
286,0.7245410182471183
454,0.722134535134362
2169,0.7217824809335349
2197,0.7217163367605846
1182,0.7206705443371378
1635,0.7192845219292008
2118,0.7185954631456783
411,0.7166306574883776
389,0.7119983070251281
231,0.7117835472383031
1871,0.7102598196449614
838,0.7097286798893532
1017,0.7097151969447661
966,0.7091217683211972
1841,0.7077366544210328
1023,0.7033688996580582
1468,0.7002627500454326
432,0.6974226546699251
74,0.6944297644679325
516,0.6938562592486133
471,0.6898835032126251
1671,0.6815993315341359
1530,0.680664359911622
1749,0.678484465910104
302,0.6754168150087535
6,0.6743481206416154
1407,0.6736782117460026
1991,0.6729720518064077
1998,0.6709950206043956
561,0.6707967343270025
177,0.6578971149118261
1335,0.6566508824795523
1566,0.6488029688911172
1918,0.6467384231481855
1317,0.6429835403791332
2048,0.6428160500055129
692,0.64253738700171
660,0.6353060881129973
1202,0.6345338469093728
647,0.6334518629600596
436,0.6325480843530916
404,0.6308604041307248
875,0.6288256819693946
1119,0.6272580836749386
853,0.6262885721090055
2066,0.6219823374849413
1415,0.6202256381313238
136,0.6158425342215998
543,0.6156042276925431
1230,0.6149308580473379
1781,0.6134325605223546
1044,0.6127019169094544
1962,0.6111691212373148
212,0.6109189465673615
1904,0.6108951370834677
624,0.6093489780469341
914,0.6066480128509331
117,0.6055357818122147
748,0.6046008742125699
1746,0.6030513654737256
894,0.5989428124531293
1728,0.5977123682845492
206,0.5975532909959139
1350,0.5973079841685514
960,0.5953340814917127
1599,0.5937089895013122
1580,0.5934061524093045
1215,0.5924001193634759
977,0.5903285730871938
699,0.5891919813601794
939,0.5870375604025357
951,0.5865509439560848
1496,0.5864730537875327
86,0.5855132335486257
369,0.5796636734521459
18,0.5775630756166859
529,0.576529145789004
420,0.5760146394076373
2196,0.5728549684714068
1714,0.5720608746302087
1085,0.5634185960036793
2047,0.5566280320359887
1931,0.555839918619509
1925,0.5529388714733542
2154,0.546361411143057
113,0.5420943396226415
975,0.5300463778180105
2216,0.5291203569652019
562,0.5274790043058966
