aid,auc
2054,0.9416583862267555
613,0.9334646485589883
1672,0.931190825987594
519,0.9274771902814097
1957,0.9256500322997416
1171,0.9191650643688529
450,0.9124324324324324
725,0.9102744314910891
1930,0.9102550765433609
1375,0.9065882571892894
671,0.9010722758640582
1057,0.8963492781484412
205,0.8884669949094551
1966,0.8881845667559953
1021,0.8875864536571512
336,0.8811141164082341
1940,0.8777184999277712
1027,0.8759114757690482
1507,0.8751670029141448
1842,0.8737040472814894
2205,0.8728575712011711
1622,0.8690369080956037
765,0.8684903347870322
916,0.8675234861136791
164,0.8668705830388692
1377,0.8634970486778426
1429,0.8631847046461694
70,0.8588857780035003
1107,0.8565701746982868
1449,0.8562697516930022
12,0.8514044870421372
846,0.8485250353323588
727,0.848371177495669
313,0.8447869532428356
1379,0.8424450183603548
1894,0.8381670506480857
927,0.8360893913778529
121,0.8332945229512904
1483,0.8332426511128522
2031,0.8265363407299793
1596,0.8262686918638878
1827,0.8246689686171952
1512,0.8246600940782267
1847,0.8149092368340297
1950,0.8112112650021607
1970,0.8097678664580074
1201,0.8096780270184608
1284,0.8082995668576219
686,0.807965981601723
2068,0.8072591567542104
7,0.8030148258494715
145,0.8021717602868363
1621,0.7975947588209565
903,0.7975199534134896
932,0.7970379117959959
1819,0.7928378320868527
272,0.789343322688938
2201,0.7883406126029906
1254,0.7839000057532512
1140,0.7829872103885206
2013,0.7816075782385697
98,0.7768979012498795
1716,0.7758122765424496
792,0.7742896147999122
1277,0.7684603808831924
1508,0.767676787194534
1242,0.767140583921406
174,0.7664878996587894
1503,0.7664433132631012
173,0.7662047269983864
191,0.7653919150000019
1291,0.7634900401963923
311,0.7587987038342492
1338,0.7559138041723138
681,0.7541427236274834
886,0.7501064150081498
2050,0.7457843876782668
1910,0.745309973340326
1351,0.7363325740318907
1790,0.7320778964017398
2044,0.7308330824300817
688,0.7294691307745649
1605,0.7292985101135214
2112,0.7254244842148989
286,0.7247626832282072
454,0.7239425062670478
2197,0.7234579579712324
2169,0.7218971345098772
1635,0.7190955093608007
2118,0.7177519196113074
411,0.7162902273326517
1182,0.7150408670931059
1871,0.7124055530698795
389,0.7119373095459725
231,0.7114255305356902
838,0.7109528573950915
1017,0.709650455298169
966,0.7072891543884572
1841,0.7056140642859065
1023,0.7001630967806317
1468,0.6998750990282735
432,0.6965615366520663
74,0.6925947674039277
471,0.6892241487945847
516,0.6888314011050429
1671,0.6849922001084909
1530,0.6801253356633323
1749,0.677814946653345
6,0.6764340327123988
302,0.6762670580272235
1991,0.6762196903301196
1407,0.6719632835564834
561,0.6712956014487034
1998,0.6712654532967033
1335,0.658248433539006
177,0.6556578824967774
1566,0.6486273725241116
1918,0.6462705440885252
692,0.6428298247905999
1317,0.6425490563289428
2048,0.6424563335655475
647,0.637098637098637
660,0.636255478019821
436,0.6359954760667068
404,0.632663722669233
1202,0.6305666495080202
875,0.6301193908479338
1119,0.6278397063427512
853,0.626600721260164
2066,0.6219254228284687
1415,0.6211457478026419
136,0.6149937893305117
543,0.6139125722235024
1781,0.6135231783953145
1044,0.6118610351960895
1962,0.6087995038072238
1230,0.6081961128357403
212,0.6076096909814489
914,0.6059770202623493
748,0.6057741760453365
1746,0.6053435867100464
117,0.6049993693032084
624,0.6020726722180167
1904,0.6011722468131568
206,0.5976864842985061
1728,0.5965030307893786
1350,0.5952844155457684
894,0.5951335947376315
1580,0.5942634912296063
960,0.5928061694290976
1599,0.5922280548264801
977,0.5917165384250024
1215,0.5915272231954902
699,0.5907963443286783
951,0.5902043692741367
1496,0.5869103411975769
86,0.586467020177886
939,0.5859256550073149
369,0.57890606230112
18,0.577215021142458
529,0.5753129504427209
420,0.5749554637226268
2196,0.5728506196999348
1714,0.5710146959785845
1085,0.5685950251482474
1931,0.5545261695344192
2047,0.5515684968526333
2154,0.5482360711788017
1925,0.5454610762800418
113,0.5413349056603773
2216,0.528940315240068
562,0.5286622362193516
975,0.5284095136529352
