feature,importance
ct_embedding_1,30
kw1_embedding_41,30
kw1_embedding_38,30
topic1_embedding_41,30
interest5_embedding_1,30
topic1_embedding_0,30
interest5_embedding_7,30
interest1_embedding_12,29
interest1_embedding_8,29
interest1_embedding_2,29
kw1_embedding_44,29
kw1_embedding_4,29
topic1_embedding_3,29
topic1_embedding_31,29
topic1_embedding_35,28
os_embedding_1,28
kw1_embedding_3,28
interest1_embedding_0,28
kw1_embedding_33,28
kw1_embedding_12,28
kw1_embedding_1,28
kw1_embedding_27,27
topic1_embedding_16,27
interest5_embedding_3,27
interest5_embedding_0,27
marriageStatus_embedding_0,27
topic1_embedding_12,26
interest5_embedding_8,26
kw1_embedding_36,26
topic1_embedding_47,26
interest1_embedding_13,26
kw1_embedding_48,26
kw1_embedding_37,25
topic1_embedding_24,25
kw1_embedding_30,25
kw1_embedding_25,25
kw1_embedding_40,25
interest5_embedding_5,24
topic1_embedding_13,24
interest1_embedding_10,24
kw1_embedding_34,24
interest1_embedding_6,24
topic1_embedding_14,24
kw1_embedding_24,23
marriageStatus_embedding_8,22
kw1_embedding_22,22
interest1_embedding_1,22
interest1_embedding_7,21
ct_embedding_2,21
interest1_embedding_16,21
os_embedding_0,20
kw1_embedding_14,20
marriageStatus_embedding_9,20
marriageStatus_embedding_12,19
interest5_embedding_4,19
kw1_embedding_28,19
kw1_embedding_18,19
kw1_embedding_15,19
kw1_embedding_21,19
marriageStatus_embedding_7,18
kw1_embedding_35,17
interest1_embedding_4,17
appIdInstall_embedding_6,16
interest1_embedding_14,15
interest1_embedding_19,15
ct_embedding_3,15
kw3_embedding_21,15
appIdInstall_embedding_10,14
kw3_embedding_26,12
kw3_embedding_23,11
kw3_embedding_14,11
appIdAction_embedding_39,10
appIdInstall_embedding_29,9
marriageStatus_embedding_11,9
kw3_embedding_31,9
appIdInstall_embedding_25,9
appIdAction_embedding_43,9
appIdInstall_embedding_4,9
appIdAction_embedding_6,9
appIdAction_embedding_8,9
marriageStatus_embedding_3,9
appIdInstall_embedding_16,8
appIdInstall_embedding_12,8
appIdInstall_embedding_14,8
appIdAction_embedding_33,8
appIdInstall_embedding_3,8
kw3_embedding_30,8
appIdAction_embedding_1,7
appIdAction_embedding_17,7
marriageStatus_embedding_10,7
kw3_embedding_48,7
interest3_embedding_2,7
appIdInstall_embedding_13,7
appIdInstall_embedding_18,7
appIdAction_embedding_42,7
appIdInstall_embedding_27,7
kw3_embedding_44,6
kw3_embedding_7,6
interest4_embedding_9,6
appIdInstall_embedding_11,6
appIdAction_embedding_45,6
appIdAction_embedding_26,6
appIdInstall_embedding_19,5
appIdInstall_embedding_17,5
appIdInstall_embedding_20,5
topic3_embedding_26,5
appIdInstall_embedding_24,5
appIdInstall_embedding_8,5
interest3_embedding_0,5
appIdInstall_embedding_1,5
appIdInstall_embedding_26,5
appIdAction_embedding_5,5
appIdAction_embedding_10,5
kw3_embedding_34,5
appIdAction_embedding_18,5
appIdAction_embedding_15,5
appIdInstall_embedding_22,5
appIdAction_embedding_29,5
kw3_embedding_47,5
kw3_embedding_9,5
appIdAction_embedding_47,5
interest3_embedding_6,5
kw3_embedding_11,5
interest4_embedding_0,5
interest4_embedding_6,5
topic3_embedding_8,4
appIdAction_embedding_24,4
appIdAction_embedding_37,4
appIdAction_embedding_23,4
kw3_embedding_17,4
appIdAction_embedding_22,4
appIdInstall_embedding_0,4
kw3_embedding_12,4
kw3_embedding_2,4
appIdAction_embedding_16,4
topic3_embedding_21,4
appIdAction_embedding_25,4
appIdAction_embedding_28,4
interest3_embedding_9,4
appIdInstall_embedding_5,4
kw3_embedding_28,4
appIdAction_embedding_49,4
marriageStatus_embedding_5,4
kw3_embedding_45,4
appIdInstall_embedding_15,4
interest3_embedding_4,4
kw3_embedding_41,4
appIdInstall_embedding_21,4
interest3_embedding_8,4
kw3_embedding_39,3
appIdAction_embedding_11,3
topic3_embedding_33,3
appIdAction_embedding_7,3
appIdAction_embedding_14,3
topic3_embedding_39,3
appIdAction_embedding_2,3
kw3_embedding_25,3
appIdInstall_embedding_28,3
kw3_embedding_49,3
appIdAction_embedding_46,3
interest3_embedding_5,3
kw3_embedding_5,3
topic3_embedding_18,3
interest3_embedding_7,3
appIdAction_embedding_30,3
appIdAction_embedding_32,3
topic3_embedding_2,3
appIdAction_embedding_27,3
topic3_embedding_25,3
appIdAction_embedding_38,3
topic3_embedding_6,3
topic3_embedding_22,3
topic3_embedding_23,3
appIdInstall_embedding_23,2
kw3_embedding_37,2
kw3_embedding_38,2
appIdAction_embedding_40,2
interest4_embedding_1,2
interest4_embedding_2,2
kw3_embedding_4,2
kw3_embedding_46,2
topic3_embedding_32,2
interest4_embedding_5,2
interest4_embedding_8,2
topic3_embedding_0,2
topic3_embedding_1,2
appIdInstall_embedding_7,2
appIdAction_embedding_3,2
appIdAction_embedding_21,2
topic3_embedding_43,2
topic3_embedding_19,2
kw3_embedding_22,2
kw3_embedding_20,2
kw3_embedding_10,2
topic3_embedding_49,2
topic3_embedding_13,2
appIdAction_embedding_41,2
topic3_embedding_4,2
kw3_embedding_13,2
topic3_embedding_41,2
appIdAction_embedding_19,2
appIdAction_embedding_4,1
appIdAction_embedding_0,1
marriageStatus_embedding_4,1
appIdAction_embedding_35,1
appIdAction_embedding_13,1
kw3_embedding_33,1
appIdInstall_embedding_9,1
topic3_embedding_17,1
kw3_embedding_40,1
kw3_embedding_29,1
kw3_embedding_27,1
kw3_embedding_8,1
kw3_embedding_1,1
interest3_embedding_3,1
interest3_embedding_1,1
topic3_embedding_5,1
appIdInstall_embedding_2,1
topic3_embedding_12,1
topic3_embedding_7,1
topic3_embedding_10,1
topic3_embedding_48,1
topic3_embedding_44,1
topic3_embedding_40,1
topic3_embedding_47,1
topic3_embedding_35,1
kw3_embedding_18,0
kw3_embedding_0,0
appIdAction_embedding_36,0
kw3_embedding_3,0
kw3_embedding_6,0
topic3_embedding_45,0
kw3_embedding_15,0
kw3_embedding_16,0
kw3_embedding_19,0
appIdAction_embedding_44,0
interest4_embedding_7,0
kw3_embedding_24,0
topic3_embedding_46,0
appIdAction_embedding_48,0
kw3_embedding_32,0
kw3_embedding_43,0
kw3_embedding_42,0
kw3_embedding_36,0
kw3_embedding_35,0
appIdAction_embedding_34,0
topic3_embedding_34,0
topic3_embedding_31,0
topic3_embedding_15,0
appIdAction_embedding_9,0
topic3_embedding_30,0
topic3_embedding_29,0
appIdAction_embedding_12,0
topic3_embedding_28,0
topic3_embedding_27,0
topic3_embedding_24,0
topic3_embedding_20,0
topic3_embedding_16,0
appIdAction_embedding_20,0
appIdAction_embedding_31,0
topic3_embedding_14,0
topic3_embedding_36,0
topic3_embedding_11,0
topic3_embedding_9,0
topic3_embedding_37,0
topic3_embedding_38,0
topic3_embedding_3,0
topic3_embedding_42,0
interest4_embedding_3,0
interest4_embedding_4,0
