auc,init_stdev,l2_reg_V,l2_reg_w,n_iter,rank,step_size
0.5999582621640185,0.01,0.96,1.5e-06,10000,50,0.05
0.599957466433554,0.01,0.96,8.9e-06,10000,50,0.05
0.5999568341026781,0.01,0.96,1.46e-05,10000,50,0.05
0.5999527945547806,0.01,0.96,5.19e-05,10000,50,0.05
0.5999488350339942,0.01,0.96,8.86e-05,10000,50,0.05
0.5995000085161966,0.001,0.6588635,1e-05,9747,25,0.05
0.5993811594155121,0.01,1.3854164,0.0001193,6519,59,0.05
0.5992289613803456,0.001,0.5027077,1e-05,7047,25,0.05
0.5991503953104652,0.001,0.6224727,1e-05,6715,25,0.05
0.5991177457768633,0.001,0.57,1e-05,9651,25,0.0446034
0.5984545910605478,0.001,0.4546018,1e-05,8254,25,0.05
0.5979063927465913,0.001,0.57,1e-05,16090,25,0.0445982
0.5978486068848435,0.001,0.57,1e-05,5238,25,0.0150624
0.5971238059587868,0.001,0.5086968,1e-05,7212,25,0.05
0.5966488591224016,0.01,9.7176844,3.35e-05,9772,51,0.05
0.5963899137973196,0.001,0.57,1e-05,17952,25,0.049431
0.5961951994551116,0.001,0.57,1e-05,8051,25,0.0519159
0.5961429713011759,0.001,0.6944421,1e-05,10614,25,0.05
0.5957124786373434,0.01,9.6852501,5.61e-05,5380,51,0.05
0.5952012126618423,0.001,0.430614,1e-05,9949,25,0.05
0.5942380551620184,0.01,0.8848211,1.03e-05,9955,50,0.05
0.5928824585792358,0.01,8.3929528,7.31e-05,5213,60,0.05
0.5914625055658669,0.001,0.57,1e-05,13837,25,0.0608873
0.591226708445121,0.001,0.57,1e-05,11776,25,0.0277644
0.58947971469488,0.001,0.4927833,1e-05,11317,25,0.05
0.5892018130442406,0.01,0.9337384,1.07e-05,5239,51,0.05
0.5890220032227788,0.001,0.6006559,1e-05,10898,25,0.05
0.5887155234699709,0.01,8.256897,7.07e-05,5526,51,0.05
0.5881527508717568,0.001,0.4889408,1e-05,10883,25,0.05
0.5881158974217149,0.001,0.5929965,1e-05,7644,25,0.05
0.5876395629371498,0.01,8.1528834,7.74e-05,5447,56,0.05
0.5853811430369505,0.001,0.5060611,1e-05,6130,25,0.05
0.5821233820523507,0.001,0.4184707,1e-05,11659,25,0.05
0.5816982373213313,0.001,0.57,1e-05,2419,25,0.0371868
0.5810452915252983,0.01,3.7821523,0.001605,3452,62,0.05
0.580581852495533,0.001,0.57,1e-05,2986,25,0.0293616
0.5803313472475732,0.001,0.5285478,1e-05,11776,25,0.05
0.5801238440850109,0.001,0.57,1e-05,3280,25,0.0121368
0.5799606713235083,0.001,0.6797836,1e-05,11100,25,0.05
0.5796710543545,0.001,0.6411596,1e-05,9307,25,0.05
0.5794327043370856,0.001,0.549005,1e-05,11585,25,0.05
0.5789581152286059,0.001,0.57,1e-05,4715,25,0.0351156
0.5770837436094427,0.001,0.57,1e-05,4471,25,0.023343
0.5769825699620349,0.01,0.1980302,0.0002494,2474,69,0.05
0.5750600841199642,0.01,0.8400927,0.0049568,2416,60,0.05
0.5741149301103093,0.001,0.57,1e-05,3501,25,0.0695254
0.5726869168002673,0.001,0.5407188,1e-05,8696,25,0.05
0.5722899758156947,0.001,0.617148,1e-05,8845,25,0.05
0.5718476382977854,0.01,1.8092765,0.0171929,2476,93,0.05
0.5718183022402125,0.01,5.4113663,5.2e-05,4643,57,0.05
0.571481515997673,0.001,0.57,1e-05,2376,25,0.0585428
0.5704273227117415,0.001,0.5221712,1e-05,9179,25,0.05
0.5704250193242573,0.001,0.57,1e-05,1922,25,0.0129753
0.5674181072409356,0.001,0.57,1e-05,1512,25,0.0401547
0.5662381777558009,0.001,0.57,1e-05,1525,25,0.0218496
0.5659752284158492,0.001,0.57,1e-05,1883,25,0.082094
0.5656189310614848,0.01,9.6510865,7.59e-05,1000,68,0.05
0.5655938982841063,0.01,4.475261,2.26e-05,1000,72,0.05
0.5655043634289212,0.01,0.9637349,1.14e-05,1000,5,0.05
0.5654860568612656,0.01,5.0899311,0.0006945,1000,77,0.05
0.5654826355908752,0.01,0.9416817,0.0001081,1000,5,0.05
0.5654823257448561,0.01,0.7546023,2.66e-05,1000,5,0.05
0.5654653551666954,0.01,0.5987637,2.38e-05,1000,5,0.05
0.565464340572868,0.01,2.9815297,4.05e-05,1000,134,0.05
0.5654517781624013,0.01,0.9833982,2.07e-05,1000,6,0.05
0.5654288587443658,0.01,0.8903295,1e-05,1000,7,0.05
0.5654281588908359,0.01,0.9792989,8.17e-05,1000,7,0.05
0.5654253724196787,0.01,0.4856778,0.0001427,1000,5,0.05
0.5654154230093174,0.01,0.729896,1.52e-05,1000,6,0.05
0.5654126220392137,0.01,0.9547322,0.0004542,1000,5,0.05
0.565406379266797,0.01,0.7322321,6.12e-05,1000,6,0.05
0.5653821673207421,0.01,0.8468911,4.82e-05,1000,8,0.05
0.5653657774006272,0.01,2.3605465,0.0189821,3943,53,0.05
0.5653413336694655,0.01,0.4003088,1.36e-05,1000,6,0.05
0.5653340538051003,0.01,0.3783156,1.27e-05,1000,6,0.05
0.5653093926958337,0.01,0.6985249,9.44e-05,1000,11,0.05
0.5653072508549022,0.01,0.3144173,1.18e-05,1000,6,0.05
0.5652936001040164,0.01,0.1108459,3.33e-05,1000,5,0.05
0.5652898427409777,0.01,0.59083,2.73e-05,1000,9,0.05
0.565272971392191,0.01,0.982835,2.32e-05,1000,19,0.05
0.5652550731219365,0.01,4.6664882,0.0014114,1000,324,0.05
0.5652250596240829,0.01,0.1681242,0.0002438,1000,60,0.05
0.5652166024452767,0.01,0.3527856,1.37e-05,1000,8,0.05
0.5652005141315359,0.01,0.5537121,0.0002206,1000,12,0.05
0.5651603064386714,0.01,0.1730716,1.4e-05,1000,6,0.05
0.5651524365662084,0.01,0.144011,0.0001396,1000,65,0.05
0.5651431494747876,0.01,0.1229025,0.0002727,1000,58,0.05
0.5651298955494536,0.01,0.0554955,0.0006749,1000,5,0.05
0.5651292632044324,0.01,0.2830971,4.44e-05,1000,10,0.05
0.5651278341599926,0.01,0.4510744,8.19e-05,1000,30,0.05
0.5651230300083929,0.01,3.6999431,0.0021253,1000,87,0.05
0.5651196089431096,0.01,0.9776861,2.15e-05,1000,53,0.05
0.56511104782454,0.01,0.9574552,1e-05,1000,53,0.05
0.5650996005174258,0.01,0.1756037,0.0012741,1000,5,0.05
0.5650976107527597,0.01,0.1252451,0.0005461,1000,32,0.05
0.565093719624564,0.01,0.2727867,5.25e-05,1000,9,0.05
0.5650851123993452,0.01,0.2392819,1.09e-05,1000,11,0.05
0.5650810709206125,0.01,0.1967528,2.43e-05,1000,50,0.05
0.5650734256120736,0.01,0.9583687,1.03e-05,1000,56,0.05
0.565059818824822,0.01,0.8875243,5.77e-05,1000,52,0.05
0.5650485504771413,0.01,0.247104,0.0002312,1000,10,0.05
0.5650401660123192,0.01,0.1485535,2.52e-05,1000,7,0.05
0.5650011378830005,0.01,0.0002288,4.48e-05,1000,5,0.05
0.5650007651822809,0.01,4.99e-05,1.66e-05,1000,5,0.05
0.5649742438511289,0.01,0.8602944,0.0004217,1000,53,0.05
0.5649542095041582,0.01,0.3222195,0.000426,1000,23,0.05
0.5649401044765298,0.01,0.227447,0.0004802,1000,66,0.05
0.5649369894097402,0.01,0.1447599,3.18e-05,1000,72,0.05
0.5649362777943825,0.01,0.2307951,0.0001199,1000,91,0.05
0.564931949271876,0.01,0.1097788,1.69e-05,1000,59,0.05
0.5649155606389845,0.01,0.2024903,3.01e-05,1000,13,0.05
0.5648802543326046,0.01,0.1296881,0.0010703,1000,46,0.05
0.56487177274606,0.01,0.2004443,0.0001371,1000,20,0.05
0.5648680267982894,0.01,0.2038658,0.0001056,1000,14,0.05
0.5648626412530875,0.01,2.2918547,2.51e-05,4200,57,0.05
0.5648423987649016,0.01,0.2998335,1.01e-05,1000,56,0.05
0.5647932581439027,0.01,0.2414528,0.0002533,1000,48,0.05
0.564772511644052,0.01,0.0836637,0.0002638,1000,6,0.05
0.5647002431879684,0.01,0.3393489,8.35e-05,1000,63,0.05
0.5646923778844418,0.01,0.8139298,0.001067,1000,66,0.05
0.5646685037001818,0.01,0.4990664,0.002986,1000,10,0.05
0.5646088499214984,0.01,0.0479263,3.58e-05,1000,6,0.05
0.564606636851841,0.01,0.5220115,4.41e-05,1000,72,0.05
0.5645828832422333,0.01,0.4826646,3.55e-05,1000,71,0.05
0.5645646092300167,0.01,0.4323395,1.93e-05,1000,77,0.05
0.5645476370322177,0.01,0.5776272,0.0003985,1000,80,0.05
0.5645117934231776,0.01,0.107961,0.0001657,1000,17,0.05
0.5645098185464539,0.01,0.0710098,1.89e-05,1000,8,0.05
0.5645069643475358,0.01,0.1094771,0.0001871,1000,18,0.05
0.5644280779994674,0.01,0.0335106,4.12e-05,1000,6,0.05
0.5644068448513244,0.01,0.0938121,0.0019271,1000,7,0.05
0.5643585588548028,0.01,0.0775597,0.0001175,1000,9,0.05
0.5643130216604686,0.01,0.5445259,0.0018146,1000,70,0.05
0.5642916519959051,0.01,0.0780488,0.0003354,1000,22,0.05
0.5642033979705654,0.01,0.0459229,2.25e-05,1000,8,0.05
0.5641008837364355,0.01,0.0639006,0.0023849,1000,7,0.05
0.5640254915990667,0.01,0.0210715,0.0007883,1000,6,0.05
0.5639538075990456,0.01,1.5383084,0.0057546,1000,218,0.05
0.5639418448154901,0.01,0.2468724,0.0052051,1000,63,0.05
0.5638924923825672,0.01,0.0058421,0.0061166,1000,5,0.05
0.5637878722719656,0.01,0.0413917,0.0001323,1000,9,0.05
0.563611552537844,0.01,0.0256017,1.81e-05,1000,7,0.05
0.5634768211994181,0.01,0.1878601,1.74e-05,2124,95,0.05
0.5632198114836697,0.01,0.0026463,3.53e-05,1000,6,0.05
0.5632026678375988,0.01,0.1062908,0.0015406,1000,74,0.05
0.5630739731814446,0.001,0.5653361,1e-05,8524,25,0.05
0.5629824114160003,0.01,0.0749461,0.0002816,1000,68,0.05
0.5629139497466807,0.01,0.0997576,1.2e-05,1000,76,0.05
0.5628707972470925,0.01,0.0212819,5.18e-05,1000,9,0.05
0.5627896641847387,0.01,0.0150227,0.0012665,1000,7,0.05
0.5627808258038796,0.01,0.0329794,0.0001693,1000,16,0.05
0.562053895223079,0.01,0.6847734,0.0185411,1000,6,0.05
0.5619841173181948,0.01,2.5244217,0.0189679,1000,176,0.05
0.561419360776111,0.01,0.0130034,0.0014867,1000,25,0.05
0.5611777731510565,0.01,0.0014776,0.0002863,1000,7,0.05
0.5611408703267977,0.01,0.004809,0.0008737,1000,8,0.05
0.5610516170411503,0.01,0.0107313,6.36e-05,1000,12,0.05
0.5609666244795217,0.01,0.0001496,1.66e-05,1000,7,0.05
0.5606434304687065,0.01,15.5519548,0.0292001,1000,95,0.05
0.560631768527678,0.01,0.0063861,1.02e-05,1000,11,0.05
0.5605330722126741,0.01,0.0010713,9.34e-05,1000,8,0.05
0.560160669251923,0.01,0.0024959,7.9e-05,1000,9,0.05
0.5597552549133785,0.01,0.0006006,3.31e-05,1000,9,0.05
0.5594367391325821,0.01,0.1431798,0.032433,1000,15,0.05
0.5593706490735935,0.01,1.71e-05,0.0049679,1000,8,0.05
0.5592907358889291,0.01,0.0298526,6.09e-05,1000,25,0.05
0.5592022346247274,0.01,7.64e-05,4.41e-05,1000,11,0.05
0.5592002146527443,0.01,0.0103633,1.03e-05,1000,21,0.05
0.5590439343579066,0.01,0.550089,0.036086,1000,71,0.05
0.5590036147968305,0.01,2.31e-05,0.0069783,1000,8,0.05
0.558628626999293,0.01,0.0003547,0.0003767,1000,12,0.05
0.5583250794497348,0.01,8.82e-05,0.0144499,1000,7,0.05
0.5582756684835047,0.01,0.0008972,0.0002351,1000,13,0.05
0.5582664939463433,0.01,0.0007734,2.35e-05,1000,13,0.05
0.5581290890163616,0.01,0.0314661,0.0105578,1000,27,0.05
0.5578613220443266,0.01,0.0899715,0.0002791,1000,78,0.05
0.5577981720038733,0.01,0.0001139,0.009602,1000,10,0.05
0.5575074765466564,0.01,0.0011636,0.0002042,1000,15,0.05
0.5572601365601308,0.01,0.0003944,0.0006374,1000,15,0.05
0.5572246609202032,0.01,0.0004939,0.0005367,1000,14,0.05
0.5567303476431866,0.01,0.0076865,0.000307,1000,18,0.05
0.5565255674676147,0.01,0.016097,0.05628,1000,5,0.05
0.5562603295220315,0.01,0.0074168,0.0066292,1000,26,0.05
0.555884212030251,0.01,0.1652377,0.0668331,1000,58,0.05
0.554956788810339,0.01,0.4482773,0.0765716,1000,12,0.05
0.5539094158146101,0.01,0.0016053,0.0388271,1000,9,0.05
0.5534125539481728,0.01,3.01e-05,0.0298419,1000,14,0.05
0.5493551881188631,0.01,1.09e-05,0.0795236,1000,11,0.05
0.5431612998404569,0.001,0.4555095,1e-05,8906,25,0.05
0.5372455408673656,0.001,0.57,1e-05,20039,25,0.0291089
0.5315251525754918,0.01,4.63e-05,0.0093177,1000,44,0.05
0.5279578094384227,0.01,0.0002317,1.07e-05,1000,36,0.05
0.5221364636466036,0.001,0.57,1e-05,3661,25,0.0821597
0.5217369481194968,0.01,0.0397409,0.0239808,1000,88,0.05
0.5187232877632995,0.01,0.2705598,0.0002223,6365,81,0.05
0.5172607120701314,0.01,7.78e-05,0.008783,1000,86,0.05
0.5171516716056481,0.01,9.41e-05,0.0469442,1000,64,0.05
0.5136540122682293,0.01,0.0003156,0.001394,1000,62,0.05
0.5132423983393738,0.01,0.0320613,9.21e-05,1000,65,0.05
0.5114403616557311,0.01,1.59e-05,0.0001686,1000,100,0.05
0.5110888545870228,0.01,0.0001057,0.0078662,1000,86,0.05
0.5082484324755954,0.01,0.5046651,2.53e-05,9920,53,0.05
0.5079840455545072,0.01,0.0182521,0.0033199,1000,74,0.05
0.5069446672530236,0.01,0.0183824,0.0027309,3924,76,0.05
0.506312409328053,0.01,0.0023933,0.0149286,1000,57,0.05
0.5062963376598097,0.01,5.72e-05,0.0021693,1000,54,0.05
0.5062959401729646,0.01,0.0002232,0.0038001,1000,61,0.05
0.5062567942591569,0.01,0.0126768,0.001697,3335,77,0.05
0.5062116566239564,0.01,0.0008802,5.96e-05,1000,60,0.05
0.5046557531371011,0.01,0.0039029,0.0012621,1000,60,0.05
0.5032101446024642,0.01,0.0182217,0.0150336,1000,49,0.05
0.5031372796774107,0.0259839,1.1,1e-05,10000,50,0.05
0.503023876108666,0.035824,1.1,1e-05,10000,50,0.05
0.5027668760435577,0.01,2.63e-05,0.0001244,1000,97,0.05
0.502551561471113,0.01,0.0047159,1.48e-05,1000,51,0.05
0.5024650754437507,0.01,0.1196358,0.002872,3979,66,0.05
0.5023525645468403,0.01,0.0082143,0.000497,1000,56,0.05
0.502246651462642,0.01,0.0281645,0.0003269,4294,64,0.05
0.5016271364777013,0.0181313,1.1,1e-05,10000,50,0.05
0.5011223435780019,0.01,2.33e-05,0.0206246,1000,61,0.05
0.5009218678779035,0.01,0.0845698,0.0926208,9183,66,0.05
0.5007807892225853,0.01,0.0015048,0.0137813,1000,73,0.05
0.5002647969901897,0.1013047,1.1,1e-05,10000,50,0.05
0.5002143445398912,0.1426804,1.1,1e-05,10000,50,0.05
0.5001778924808008,0.01,0.0227249,0.0006634,1000,57,0.05
0.4995445802065992,0.01,0.020816,0.0019732,1000,81,0.05
0.4991116492160649,0.0438512,1.1,1e-05,10000,50,0.05
0.4978634039033293,0.01,3.46e-05,0.0005529,1000,38,0.05
0.49699212398075465,0.01,0.0496923,0.0426997,3575,83,0.05
0.49695991552631763,0.01,0.0034709,4.19e-05,1000,50,0.05
0.4969091415495074,0.01,0.0040407,0.0001088,1000,50,0.05
0.4968135145447401,0.01,4.17e-05,0.001931,1000,50,0.05
0.4964640392239882,0.3288434,1.1,1e-05,10000,50,0.05
0.4964640392239882,0.775027,1.1,1e-05,10000,50,0.05
0.4964640392239882,0.8909514,1.1,1e-05,10000,50,0.05
0.49622543551037657,0.01,0.0019242,0.0006887,1000,69,0.05
0.4960254540086316,0.01,0.0141668,0.0009277,1000,62,0.05
0.4956699358311787,0.0159751,1.1,1e-05,10000,50,0.05
0.4956413063284777,0.01,0.006242,0.0060634,1000,66,0.05
0.4945651743686024,0.01,0.0002343,3.92e-05,1000,39,0.05
0.49351276661022814,0.01,0.0515853,0.0002572,1000,68,0.05
0.4933458525052544,0.01,0.0002346,0.0159982,1000,73,0.05
0.4925403938807123,0.01,0.1628319,0.0002738,7294,89,0.05
0.4923824889612581,0.0325421,1.1,1e-05,10000,50,0.05
0.491792104541385,0.01,0.0247574,0.0005816,1000,74,0.05
0.491487141774431,0.01,0.3084409,0.0162558,8108,69,0.05
0.4914674656716694,0.01,0.3684606,0.0002812,3991,55,0.05
0.4911990503739452,0.01,1.3e-05,0.0019866,1000,39,0.05
0.49113311671615156,0.01,0.0282383,0.0010912,7831,82,0.05
0.49099536066766225,0.1491301,1.1,1e-05,10000,50,0.05
0.4907164268228889,0.01,0.011034,0.0008988,1000,59,0.05
0.4898395587199609,0.01,0.0523063,0.0001803,1000,91,0.05
0.489648899206125,0.01,0.060284,4.57e-05,1000,81,0.05
0.48944975269869834,0.01,0.0015854,0.0001844,1000,65,0.05
0.48921686898208044,0.01,0.0006639,0.0001562,1000,96,0.05
0.4889792733094799,0.01,0.0034228,0.0039165,1000,32,0.05
0.4875073583039299,0.01,0.0072934,7.29e-05,1000,67,0.05
0.48645346722201166,0.2259033,1.1,1e-05,10000,50,0.05
0.4864413624371904,0.01,0.0019319,6.73e-05,1000,44,0.05
0.4850451292013757,0.01,0.0023575,0.0038675,1000,65,0.05
0.48413054170767744,0.01,0.0007824,0.0034798,1000,70,0.05
0.4841191747424075,0.01,0.0323977,0.0001169,1000,55,0.05
0.4836421785506868,0.01,0.0004158,0.0025761,1000,83,0.05
0.4827227918703941,0.01,0.1338752,0.0139593,8665,63,0.05
0.4810060597055872,0.01,0.0387505,3.26e-05,1000,74,0.05
-0.0,0.001,0.57,1e-05,22733,25,0.080326
-0.0,0.01,372.7905944,0.0008051,1000,108,0.05
-0.0,0.01,498.8608068,0.0217152,1000,299,0.05
-0.0,0.01,939.6528705,3.62e-05,1000,414,0.05
-0.0,0.01,448.8327401,5.01e-05,1000,217,0.05
-0.0,0.001,0.57,1e-05,9325,25,0.0824827
-0.0,0.01,658.8317458,0.0078085,1000,178,0.05
-0.0,0.001,0.57,1e-05,15049,25,0.0934603
-0.0,0.01,145.5681299,0.0613907,1000,108,0.05
-0.0,0.001,0.57,1e-05,15960,25,0.0952188
