auc,init_stdev,l2_reg,l2_reg_V,l2_reg_w,n_iter,random_state,rank,step_size
0.552033,0.0297438,,0.0037498,3.3920728,5468,123,14,0.0221031
0.552012,0.0454919,,2.45e-05,0.0623534,3393,123,128,0.0575669
0.551914,0.0022262,,0.013123,4.3e-05,1991,123,153,0.1293575
0.551752,0.0063483,,0.274143,1.7e-05,857,123,128,0.1048105
0.551724,0.0031563,,5.49e-05,3.24e-05,786,123,191,0.0568487
0.551702,0.0044772,,3.83e-05,2.34e-05,7282,123,59,0.0558185
0.551674,0.012252,,1.01e-05,0.2125297,2256,123,143,0.0122852
0.551589,0.0108119,,16.7548528,0.291657,4221,123,2,0.0159697
0.551575,0.0011922,,0.0002116,0.0006822,1867,123,97,0.0474001
0.551571,0.0010298,,0.0008614,3.46e-05,3979,123,104,0.1252628
0.551545,0.0282492,,18.053573,0.005881,3451,123,279,0.0118212
0.551491,0.0026396,,0.0006763,3.19e-05,2717,123,143,0.1026429
0.551241,0.0017645,,0.016527,0.000362,5331,123,88,0.0834358
0.551215,0.073129,,0.0222564,0.042142,9379,123,14,0.0209922
0.551153,0.0220897,,1.06e-05,1.04e-05,6695,123,7,0.0107437
0.551117,0.0020184,,0.0020433,0.0088053,863,123,10,0.1285006
0.551018,0.0020005,,1.01e-05,7.81e-05,6545,123,297,0.0228752
0.550955,0.0013421,,0.0029248,0.0001172,2336,123,405,0.216404
0.550945,0.0025902,,0.0477682,0.0001239,2701,123,149,0.1128034
0.550866,0.0035302,,0.0006323,0.0009391,1177,123,88,0.0992899
0.550764,0.0030435,,0.5063283,2.63e-05,1112,123,44,0.0498766
0.550701,0.0235996,,0.0002751,1.77e-05,6754,123,6,0.0124726
0.550607,0.1200512,,0.0015769,0.0042974,2690,123,10,0.0158421
0.550582,0.0096646,,3.65e-05,0.0005007,3982,123,3,0.0115168
0.550477,0.0326234,,1.5063721,0.0003017,8639,123,6,0.0455853
0.550467,0.0035999,,3.35e-05,0.0001955,6685,123,42,0.0209862
0.550194,0.0609575,,0.0001223,0.4203147,9597,123,326,0.0140865
0.55019,0.0046151,,1.52e-05,0.767682,3195,123,9,0.0137995
0.550093,0.0371543,,0.7111912,0.0056506,6531,123,108,0.0239423
0.550082,0.0335966,,5.29e-05,0.0004989,6578,123,14,0.0216388
0.549818,0.0016667,,0.0230243,1.84e-05,3581,123,75,0.1565976
0.549645,0.0111236,,0.0735989,0.0007682,3203,123,22,0.0128057
0.5496,0.0030284,,0.0252475,1.79e-05,889,123,49,0.0634947
0.549599,0.0020281,,0.0032234,0.0013602,5833,123,70,0.0709944
0.549552,0.0010264,,0.0061237,0.000308,4170,123,157,0.1085545
0.549549,0.0015422,,6.49e-05,3.63e-05,1828,123,181,0.1057472
0.549376,0.2301704,,0.180887,0.0017231,4293,123,8,0.029721
0.549307,0.0013134,,3e-05,3.62e-05,1842,123,188,0.1048426
0.549275,0.0034157,,0.0015634,4.85e-05,2012,123,226,0.1798849
0.54918,0.0534365,,0.4003643,0.0026042,7031,123,20,0.0374884
0.549093,0.0081033,,5.1889198,0.0290272,727,123,2,0.0964015
0.549057,0.0593539,,0.1395508,0.0216283,7848,123,18,0.1158604
0.54901,0.0628986,,0.6507009,0.1455264,8243,123,980,0.0201636
0.548918,0.0236453,,0.562618,0.0089538,6329,123,805,0.0358623
0.548905,0.0860983,,0.0016496,0.013696,9926,123,370,0.011105
0.548843,0.002318,,0.0031166,7.53e-05,1110,123,100,0.1150281
0.548662,0.0534752,,78.3724254,0.022596,2529,123,5,0.018116
0.548645,0.1206611,,0.0005901,0.0018995,9913,123,19,0.0330843
0.548513,0.0037908,,5.3946815,0.0218663,3048,123,6,0.011974
0.548471,0.0108452,,0.2395449,0.0002901,1106,123,111,0.119018
0.54847,0.1037484,,1.57e-05,0.0425775,4343,123,21,0.0218148
0.548455,0.0053707,,0.0012526,0.0001021,969,123,179,0.0419289
0.548439,0.0065239,,1.04e-05,4.87e-05,2012,123,43,0.0342314
0.548424,0.0036422,,6.29e-05,0.0004994,1195,123,34,0.0570907
0.548344,0.1257234,,0.0003389,0.0092204,6970,123,15,0.0119433
0.548302,0.0029283,,4.88e-05,8.66e-05,4555,123,159,0.1347693
0.548275,0.0574363,,0.0001514,0.0755608,2803,123,36,0.0128687
0.54827,0.0039844,,0.0001355,0.0383558,1176,123,1,0.0300051
0.548269,0.0165188,,0.0001377,3.77e-05,3054,123,4,0.0148916
0.548251,0.0019601,,0.0005943,9.82e-05,1201,123,104,0.0546414
0.548241,0.0162684,,0.0297379,0.6311319,9856,123,247,0.0227492
0.548206,0.0021188,,0.0016893,0.0004021,6359,123,148,0.039902
0.548142,0.0569528,,0.0001246,0.0503489,638,123,33,0.0471156
0.548022,0.1688118,,0.2140697,0.022365,3809,123,465,0.124333
0.547951,0.1063427,,0.0025266,0.0078638,990,123,24,0.0448175
0.547784,0.0064085,,3.9160092,0.0027206,8469,123,29,0.0704139
0.547762,0.0062509,,7.45e-05,1.51e-05,641,123,147,0.0684838
0.547642,0.0015969,,0.0010598,1.03e-05,8434,123,83,0.0939919
0.547617,0.0021825,,0.01552,0.0003422,2259,123,70,0.0241727
0.547421,0.0447549,,0.0005868,0.0003091,2425,123,72,0.0152703
0.547405,0.0066079,,3.06e-05,0.0002369,6135,123,318,0.0410919
0.547156,0.0011952,,0.2412932,0.0001785,731,123,62,0.074382
0.546946,0.0207444,,2.619776,3.01e-05,1223,123,38,0.0518837
0.546775,0.0774085,,0.0011744,0.0001529,790,123,381,0.0339876
0.546691,0.0555822,,0.0011853,3.292683,7133,123,38,0.035532
0.546612,0.0150324,,0.1328247,0.0010231,9880,123,7,0.3118334
0.546532,0.00118,,34.6380477,0.0005253,6177,123,18,0.0516828
0.546424,0.0709005,,0.0005796,0.0317288,6229,123,18,0.0216976
0.546283,0.0761664,,0.0002703,0.7562341,3477,123,26,0.0152412
0.546109,0.0523894,,1.05e-05,0.1364623,1867,123,7,0.0307341
0.546073,0.0259956,,0.0001522,0.005367,2376,123,36,0.0183028
0.546065,0.002473,,0.0002272,2.6e-05,849,123,171,0.0630442
0.545836,0.0048135,,0.2813624,0.0001614,6772,123,206,0.0288431
0.545735,0.099507,,0.0003976,0.0306288,7049,123,29,0.0166574
0.545731,0.0012852,,0.0127951,0.0006202,3610,123,55,0.1736854
0.545655,0.0033236,,0.4889046,0.2507658,1260,123,277,0.0243028
0.545452,0.013052,,38.4546104,0.0004718,1954,123,569,0.0351849
0.545452,0.0016789,,0.0039512,2.84e-05,7147,123,121,0.0483442
0.545293,0.002758,,0.1692065,1.03e-05,1137,123,259,0.074368
0.54504,0.0168407,,2.61e-05,0.0422839,5422,123,58,0.0299149
0.545019,0.0021525,,0.004186,0.0004903,6048,123,64,0.0480691
0.544953,0.0327691,,0.2967124,0.0030675,3706,123,18,0.1598363
0.544931,0.0071367,,67.8243482,0.0379182,2234,123,142,0.0140445
0.544841,0.1045952,,0.0003303,0.0055361,4234,123,48,0.0261239
0.544637,0.3660686,,0.3356953,0.0007008,2462,123,32,0.3429547
0.544569,0.0194189,,5.8801966,0.00012,1151,123,267,0.0971645
0.544278,0.0094082,,66.0098059,0.1732429,6424,123,4,0.0118495
0.544271,0.0146331,,10.0601882,0.4685667,9978,123,224,0.0221114
0.544206,0.1345276,,7.0438952,1.28e-05,1152,123,783,0.0907614
0.544194,0.0872776,,0.0026151,63.3137189,6493,123,476,0.0183546
0.544076,0.0026699,,0.005376,4.17e-05,1124,123,134,0.0398565
0.543859,0.003252,,0.0055392,5.36e-05,1939,123,81,0.0325339
0.543735,0.0137139,,1.08e-05,3.86e-05,2874,123,8,0.0119889
0.543567,0.0044612,,1.05e-05,0.5595246,3040,123,67,0.0274421
0.543427,0.0244887,,0.0003967,0.0133278,2641,123,47,0.0148107
0.543339,0.0904108,,2.2398214,0.0051229,6712,123,17,0.0348778
0.543244,0.0299622,,3.7824913,0.0574421,8566,123,4,0.0269359
0.543236,0.0023939,,0.0023244,3.14e-05,1247,123,105,0.1447716
0.543079,0.0032459,,0.0001236,0.0001974,8437,123,40,0.1451412
0.542899,0.001936,,9.53e-05,8.37e-05,1151,123,93,0.045791
0.542887,0.0052037,,3.58e-05,0.0002789,942,123,33,0.0414015
0.542846,0.0839174,,13.6766642,0.0003449,1143,123,108,0.0424541
0.542715,0.0159516,,0.1396686,0.0828333,1115,123,44,0.01898
0.54255,0.0264294,,0.4312713,0.2217309,9724,123,19,0.0313122
0.542461,0.1214698,,0.0031012,0.0167512,5728,123,28,0.0378041
0.542436,0.0421958,,0.0005957,0.3718058,4573,123,33,0.0190781
0.542428,0.1009426,,16.6623136,0.0027334,4276,123,473,0.0979667
0.542423,0.047791,,0.2375399,0.0008553,850,123,189,0.1472767
0.541787,0.0022593,,0.0009133,5.31e-05,5884,123,137,0.0921977
0.541751,0.0385047,,0.0907665,0.0225411,2080,123,158,0.0144158
0.541748,0.0044036,,0.8746059,5.9265177,3,123,186,0.1985898
0.541528,0.0039889,,0.02219,0.0010975,8246,123,63,0.1316061
0.54146,0.0020145,,1.53e-05,6.04e-05,1394,123,159,0.0936391
0.541307,0.1130591,,1.07e-05,0.000913,6698,123,21,0.0201144
0.541289,0.1104807,,10.9428311,0.0066572,2627,123,15,0.0170172
0.541196,0.0011866,,0.0049593,9.69e-05,2717,123,184,0.1934964
0.541024,0.0017435,,0.0043233,2.68e-05,1404,123,88,0.0964615
0.540856,0.0043666,,0.0001828,0.002411,2022,123,292,0.0250495
0.540837,0.0079438,,1.02e-05,2.4e-05,1446,123,162,0.0825044
0.540266,0.0022984,,0.0041586,0.0016312,8793,123,44,0.1442006
0.540147,0.0617398,,5.7120499,0.0588602,1962,123,32,0.0194396
0.539971,0.002187,,0.0025396,1.12e-05,1440,123,56,0.1027133
0.539934,0.0035618,,0.0001112,7.19e-05,1524,123,86,0.0769052
0.539496,0.0313661,,0.0017845,0.0008893,1978,123,4,0.0237495
0.539268,0.0029212,,0.0059305,0.0015242,7002,123,46,0.0768216
0.538734,0.0121314,,4.63e-05,0.0003007,5074,123,20,0.2453087
0.5386,0.0903789,,0.000217,2.44e-05,2604,123,8,0.0112642
0.538509,0.0165123,,0.000517,83.9240362,8621,123,4,0.0200731
0.538491,0.1419312,,0.0003739,1.5608994,6592,123,45,0.0260901
0.538356,0.0899707,,7.27e-05,0.0043612,7281,123,185,0.0182533
0.538339,0.0056386,,0.0007176,0.0002135,1387,123,55,0.0396043
0.538309,0.0672713,,0.0183201,0.0009619,968,123,171,0.0192846
0.538299,0.0915276,,1.01e-05,0.0013328,2501,123,9,0.010194
0.538288,0.1275295,,6.37e-05,0.003407,2536,123,5,0.0136762
0.538272,0.0420345,,0.0001112,0.0057261,1144,123,9,0.0250683
0.538051,0.101662,,45.2783132,0.1460023,6938,123,53,0.0265748
0.538038,0.0021183,,67.8622261,0.1627242,7124,123,1,0.0208599
0.537974,0.001875,,0.0003788,0.0001364,5480,123,160,0.1114221
0.537575,0.0011713,,0.1034604,2.07e-05,1282,123,179,0.1235751
0.537476,0.0373698,,0.2842913,0.7931497,9989,123,17,0.0410862
0.53744,0.1812412,,0.000434,0.7207722,2165,123,226,0.0274037
0.537322,0.0486912,,9.788183,0.0029996,926,123,6,0.0294812
0.537267,0.2092932,,0.0001039,0.000161,5957,123,10,0.0166219
0.537185,0.0013541,,0.0074732,0.0007103,2766,123,49,0.3028189
0.537154,0.0101076,,6.87e-05,0.0218575,1296,123,55,0.0350819
0.537098,0.1463237,,5.49e-05,0.0901425,7174,123,3,0.0114588
0.537032,0.0420137,,0.0062148,0.7847889,3095,123,32,0.1036962
0.537011,0.0017533,,0.001607,1.02e-05,3714,123,216,0.2332922
0.536912,0.0026242,,0.0005007,2.09e-05,6888,123,157,0.1466555
0.536668,0.0015939,,0.0814092,1.19e-05,1711,123,112,0.0812209
0.536616,0.0067825,,0.0156703,26.6194696,3052,123,77,0.0543249
0.536496,0.0010026,,1.01e-05,1.03e-05,1586,123,105,0.0808348
0.53649,0.0024821,,1.47e-05,0.0002608,1610,123,93,0.0846719
0.536429,0.0073896,,0.0003019,1e-05,5370,123,118,0.1194041
0.535872,0.0012731,,1.05e-05,0.0026563,1786,123,81,0.0676611
0.535866,0.0699653,,0.6596686,5.59e-05,1563,123,28,0.0487854
0.535852,0.0012636,,0.0006873,0.0005678,1364,123,312,0.0550937
0.535738,0.133216,,0.0045691,0.1686305,6623,123,27,0.0273698
0.535679,0.0059574,,0.0006365,0.0001547,714,123,109,0.0606449
0.535636,0.0017649,,0.00523,1.03e-05,566,123,230,0.1370979
0.535461,0.1154996,,0.0002858,0.0010941,1453,123,14,0.0445073
0.535344,0.0021155,,7.17e-05,1.03e-05,1584,123,139,0.051048
0.535331,0.0256759,,3.3720161,0.0089647,8873,123,15,0.1095817
0.535244,0.0117033,,6.7159678,2.6604544,5107,123,2,0.0243422
0.535213,0.1544931,,0.0003552,0.0071139,6652,123,17,0.0266251
0.535155,0.1454417,,0.0118901,0.0004709,2051,123,6,0.0192458
0.535092,0.002893,,0.0093821,5.3e-05,1832,123,120,0.2629124
0.535068,0.1778574,,0.0087594,0.099758,2320,123,29,0.0260014
0.534874,0.0020664,,6.44e-05,6.97e-05,1585,123,342,0.1117931
0.534787,0.0641078,,0.0004214,0.0004496,1732,123,11,0.0306182
0.534671,0.0028662,,0.0007278,7.84e-05,762,123,104,0.0312296
0.534613,0.0286004,,0.0006187,0.0068941,588,123,179,0.0749946
0.534547,0.305344,,1.3709856,0.0048399,2367,123,141,0.0323663
0.534545,0.0010022,,0.0002923,8.84e-05,1344,123,66,0.1060388
0.53452,0.0034864,,0.0002457,0.0001468,837,123,54,0.0383578
0.534374,0.0269627,,0.0151179,0.0618957,1303,123,10,0.0199339
0.534307,0.0037008,,0.0009673,0.0006307,1593,123,132,0.1328258
0.534197,0.021924,,25.8335148,0.4063131,4061,123,11,0.0266687
0.534145,0.114255,,0.0001577,0.0051665,5993,123,47,0.0394333
0.53407,0.0060033,,0.0012224,1.04e-05,1591,123,173,0.1315705
0.533969,0.0011418,,0.0006307,0.0002161,1804,123,91,0.0424452
0.533833,0.0314976,,0.0001102,9.05e-05,2116,123,14,0.0135121
0.533787,0.25092,,0.0007043,0.003062,9757,123,29,0.0185262
0.533769,0.0016316,,0.0006925,0.0011945,1267,123,110,0.143156
0.533714,0.0025375,,0.0004233,0.00077,1710,123,146,0.1066115
0.533699,0.0012587,,0.0002588,6.28e-05,1961,123,56,0.0232413
0.533361,0.0026195,,0.0053458,1.22e-05,2030,123,18,0.0206797
0.533256,0.1152163,,0.0059846,0.0012748,6170,123,84,0.0158224
0.533234,0.0252731,,0.008066,0.0005244,1326,123,28,0.0338643
0.533111,0.0029177,,4.72e-05,0.0001147,1507,123,121,0.034723
0.532861,0.15079,,0.0432974,11.8863955,2876,123,18,0.1500311
0.532856,0.0025211,,0.0037946,2.06e-05,2031,123,27,0.0203622
0.532538,0.0837612,,0.0563593,0.0010588,1427,123,55,0.0303606
0.532426,0.001589,,0.003679,0.0001055,1455,123,139,0.0325202
0.532119,0.0010129,,0.0416932,1.38e-05,1133,123,130,0.2241021
0.532118,0.0040982,,716.674171,0.0617376,45,123,55,0.0778752
0.53208,0.0074774,,2.48e-05,0.2208802,1555,123,1,0.0321778
0.532027,0.0039066,,0.0022643,5.69e-05,1766,123,36,0.1188569
0.53201,0.0632858,,1.57983,0.0018921,2503,123,27,0.4487832
0.531951,0.0457265,,0.1972797,0.0002526,7203,123,205,0.1100046
0.531848,0.0014379,,0.1098625,0.0003357,1516,123,57,0.1624261
0.531692,0.203591,,0.0733538,4.62e-05,1203,123,11,0.0245976
0.531606,0.0909736,,0.0001561,0.000152,2226,123,32,0.0100228
0.53155,0.044924,,5.51e-05,15.7282948,3932,123,12,0.0160805
0.531522,0.0016463,,7.33e-05,0.0016938,5995,123,51,0.1411885
0.531444,0.0046778,,0.0003485,1.03e-05,1019,123,249,0.0271876
0.531227,0.0567055,,0.2992656,0.002995,844,123,593,0.0172783
0.531194,0.1720761,,0.0019116,0.0774246,9819,123,220,0.0403732
0.531167,0.142878,,0.0179632,0.0266954,1793,123,13,0.0530852
0.530997,0.1320047,,40.9683749,0.0206519,1641,123,42,0.0278157
0.530879,0.0046809,,1.2716766,2.1353579,1246,123,58,0.0165014
0.530785,0.0140999,,0.0057313,0.1963253,1554,123,41,0.0145352
0.530661,0.0108373,,0.0001493,0.0001322,2118,123,5,0.0134085
0.530517,0.001563,,0.0066552,4.2e-05,1531,123,135,0.1720831
0.530497,0.0020286,,0.0532547,1.59e-05,1325,123,69,0.1418156
0.530465,0.0030794,,0.0009808,0.0001431,1680,123,98,0.1240678
0.530448,0.0018595,,0.0063269,0.0005093,5577,123,43,0.0912593
0.529977,0.0035508,,0.0002522,6.31e-05,581,123,129,0.0795279
0.529927,0.045638,,3.6e-05,1.0254409,1905,123,11,0.0293261
0.529737,0.0138859,,0.3093133,2.1242203,3856,123,112,0.0206396
0.529529,0.013141,,107.0628958,1.3265012,1152,123,9,0.0101507
0.529524,0.004475,,0.038613,5.45e-05,8344,123,90,0.1602431
0.529459,0.003693,,0.1443067,7.44e-05,1366,123,49,0.1603555
0.529336,0.1076939,,0.2051414,0.0001971,1835,123,512,0.0273207
0.529111,0.0044604,,0.0002163,0.0031226,1684,123,93,0.0319692
0.528883,0.0019229,,5.84e-05,0.000133,7198,123,75,0.1537845
0.528803,0.0280975,,0.0005663,3.45e-05,1376,123,3,0.0229154
0.528431,0.0048938,,0.0054246,0.0001376,768,123,1,0.0266924
0.528331,0.0050604,,17.3635882,0.0009078,1321,123,87,0.0266897
0.528309,0.0014792,,0.0016473,0.0001975,5472,123,57,0.109529
0.528295,0.0010984,,0.001099,7.31e-05,1718,123,397,0.0295712
0.528257,0.160679,,4.41e-05,1.11e-05,6299,123,60,0.0117538
0.528131,0.1834818,,0.0015593,0.0001435,1866,123,586,0.0191216
0.528087,0.0062955,,0.0017073,0.0006508,1657,123,193,0.0258671
0.528053,0.0012361,,0.0039106,0.0001514,6356,123,123,0.1560657
0.527947,0.0481623,,3.5855878,35.7000964,6528,123,36,0.0297737
0.52787,0.023331,,7.26e-05,0.1181681,918,123,19,0.0124749
0.527705,0.0169357,,0.0057304,0.1407791,822,123,40,0.2824571
0.527658,0.1561213,,0.0127009,0.0044119,1548,123,21,0.0285357
0.527476,0.0027621,,2.16e-05,1.56e-05,1239,123,137,0.021044
0.527413,0.0730062,,0.0400514,0.0036838,7203,123,12,0.1313239
0.527185,0.0025993,,0.0005281,1.62e-05,1479,123,118,0.0250103
0.527006,0.0196012,,84.5447217,0.4879711,7095,123,3,0.0107055
0.526961,0.0016283,,0.0155089,0.0002054,6394,123,91,0.1661235
0.526942,0.0014675,,0.0011656,1.01e-05,1694,123,124,0.1542098
0.526711,0.0400874,,3.3e-05,0.0013203,2296,123,15,0.0110133
0.52669,0.2795618,,0.9869813,0.1565229,1043,123,488,0.0282454
0.526427,0.0774476,,106.0596125,0.0151682,1294,123,14,0.0175908
0.526424,0.0693245,,2.0796955,0.0002392,717,123,124,0.0445691
0.52534,0.0061973,,1.29e-05,1.08e-05,470,123,2,0.2828405
0.525273,0.0536744,,5.7932221,0.1070711,1291,123,87,0.0109296
0.524828,0.2773423,,0.0129176,0.0202773,3690,123,71,0.0165865
0.524719,0.3851289,,4.05e-05,1.99e-05,4689,123,171,0.1870499
0.524691,0.0152609,,0.4407014,0.0028207,806,123,34,0.0246838
0.524634,0.2813703,,1.94e-05,0.305629,881,123,135,0.0121722
0.524488,0.0010444,,0.0009622,0.0004363,5970,123,30,0.1699045
0.524488,0.2389403,,0.0010767,0.0001396,4915,123,143,0.0150382
0.524359,0.4716438,,0.0323878,1e-05,8418,123,43,0.0122348
0.523706,0.0027635,,0.0024298,0.0010302,1643,123,142,0.022524
0.523189,0.1038495,,5.07e-05,0.0188109,1846,123,21,0.0109501
0.523172,0.0299173,,21.5932699,6.8658198,6236,123,622,0.0265077
0.523098,0.0019285,,7.59e-05,0.0016677,7063,123,76,0.1745209
0.522979,0.3253046,,0.0457233,1.77e-05,458,123,102,0.0908755
0.522961,0.0019461,,0.0137015,2.84e-05,469,123,198,0.2017311
0.522881,0.0015209,,0.0086854,0.0002989,5955,123,76,0.1397759
0.522623,0.3555508,,7.34e-05,0.1529863,8456,123,5,0.0174443
0.522277,0.0498689,,3.74e-05,0.2192262,1635,123,34,0.0159788
0.522152,0.0265349,,49.862004,3.9361783,3474,123,103,0.0118483
0.522138,0.1608196,,2.71e-05,0.0875281,649,123,48,0.0325659
0.522095,0.0077609,,4.8798024,0.2610575,9803,123,2,0.031497
0.522034,0.0029017,,0.0668417,1.01e-05,4114,123,223,0.2134203
0.521918,0.0142694,,43.5184413,0.000131,1800,123,50,0.023561
0.521809,0.1981585,,0.0006541,0.0023217,4007,123,185,0.024159
0.521006,0.1663419,,0.0211686,0.1026934,4908,123,676,0.01032
0.520927,0.0018056,,0.0011469,0.0004288,8567,123,38,0.1736338
0.520919,0.0060034,,0.0464747,17.8975355,3,123,24,0.025279
0.520853,0.0107655,,0.0236637,9.75e-05,5475,123,200,0.1504016
0.520755,0.2917709,,0.0021685,0.0018875,646,123,9,0.0133027
0.520693,0.0959374,,1.7730851,0.3170229,6615,123,5,0.0168749
0.520673,0.0152171,,0.0292285,0.0184054,471,123,737,0.072373
0.520546,0.0024376,,0.0001182,7.2955491,2,123,507,0.1148746
0.520462,0.0107207,,0.020243,0.0034974,1817,123,303,0.0177406
0.520401,0.1138931,,0.9929608,2.6420891,7700,123,49,0.0176978
0.520316,0.0072078,,8.55e-05,2.88e-05,644,123,81,0.0275806
0.519826,0.4211395,,30.8399149,0.000146,856,123,992,0.0349093
0.51947,0.6496101,,0.0069053,0.0103657,279,123,65,0.0570712
0.518569,0.0014342,,0.0155162,11.3859814,5850,123,54,0.0805823
0.518399,0.0065783,,8.495221,1.4778486,9763,123,1,0.0144703
0.518283,0.0277881,,2.0461225,1.6955673,10,123,43,0.1928512
0.518177,0.0831744,,2.7581418,0.0077764,1491,123,69,0.0123074
0.518055,0.0427206,,2.48e-05,0.0006761,1455,123,45,0.013575
0.517944,0.0361806,,0.0036162,0.0017885,1291,123,46,0.0126845
0.517509,0.0034832,,5.09e-05,0.0001392,2,123,452,0.0656188
0.517335,0.054397,,0.0729009,0.3701677,1425,123,49,0.0375098
0.516867,0.383614,,7.2691122,0.0040383,2538,123,402,0.0104608
0.516831,0.0023692,,0.0003541,0.0001578,549,123,107,0.0441569
0.516747,0.2660636,,0.4593061,0.6344477,9811,123,36,0.0885176
0.516739,0.0191888,,4.73e-05,9.7e-05,888,123,166,0.0129858
0.51651,0.059692,,1.09e-05,0.3301474,1706,123,147,0.3863465
0.516488,0.0039511,,0.0007198,0.012414,1032,123,33,0.0138356
0.516423,0.1642989,,0.4187845,0.0126169,3700,123,622,0.2197955
0.5163,0.0014243,,0.1109388,0.0009328,38,123,74,0.1692068
0.516161,0.0018495,,0.0423054,0.0001874,6723,123,48,0.165143
0.515674,0.1113904,,15.5892061,0.0780707,595,123,1,0.0230099
0.5154,0.0263089,,7.5097895,0.035371,705,123,865,0.0165511
0.515398,0.6222455,,0.029284,4.2084275,1348,123,27,0.0131321
0.515332,0.0271294,,9.99e-05,0.0012661,1400,123,3,0.0107361
0.515117,0.0884519,,111.6093776,1.77e-05,309,123,103,0.0234019
0.515042,0.0174189,,5.15e-05,6.73e-05,1669,123,51,0.0124584
0.514655,0.0015799,,0.0025034,1.62e-05,541,123,312,0.0728005
0.514537,0.96865,,2.38e-05,1.37e-05,2012,123,74,0.0184176
0.514371,0.3765084,,0.0224619,2.0406324,1093,123,52,0.0208293
0.513942,0.0397267,,0.0153503,1.7366706,4334,123,10,0.0112261
0.513806,0.0111585,,3.8311137,0.0014443,2,123,712,0.0287644
0.513511,0.0239329,,68.1219991,0.0011387,15,123,3,0.0334159
0.513246,0.1121066,,0.0003105,0.0944849,2720,123,184,0.0708285
0.513135,0.0156996,,0.0037705,3.6224334,2719,123,316,0.0147688
0.513067,0.1970152,,0.1171618,0.0066237,259,123,98,0.0507755
0.51305,0.0168871,,125.5736755,0.0129574,852,123,2,0.0100508
0.513032,0.574299,,0.0078356,0.0230698,5963,123,8,0.0403672
0.512518,0.1333496,,3.9887579,0.4400594,5640,123,168,0.0155451
0.511932,0.0340396,,4.58e-05,0.0007489,32,123,9,0.0133841
0.511411,0.0020438,,0.000282,0.0047625,431,123,719,0.1238442
0.511372,0.4755458,,0.0021894,0.0004317,6754,123,34,0.0834074
0.511359,0.0073729,,4.7437825,39.4508256,32,123,25,0.3453669
0.511093,0.0093608,,46.7828181,0.0073436,2,123,2,0.0213585
0.510712,0.0025753,,2.57e-05,0.0001041,487,123,141,0.0715309
0.510224,0.0626382,,1.09e-05,0.0003951,4069,123,11,0.31275
0.510173,0.0213419,,0.0218566,0.0002398,521,123,21,0.0483747
0.509789,0.0208655,,0.1555851,0.4415074,524,123,74,0.015857
0.509589,0.0141966,,0.0123798,4.7672622,2,123,11,0.0149619
0.509205,0.2535693,,3.2025851,0.0033798,1,123,39,0.172653
0.508996,0.0276599,,5.13e-05,0.5448995,517,123,22,0.0140281
0.508877,0.0103772,,0.0002539,0.0036427,3,123,12,0.105723
0.508811,0.0073713,,2.2286259,0.0017122,31,123,26,0.0397762
0.508796,0.005514,,89.6410428,0.0359227,713,123,2,0.0123371
0.508631,0.0222633,,0.0537677,0.0009392,686,123,24,0.0110564
0.508379,0.1047547,,0.0014063,6.1e-05,417,123,6,0.256908
0.508318,0.0712723,,8927.0956398,1.0295791,1,123,47,0.0214023
0.508243,0.029341,,5.81e-05,0.0008527,15,123,26,0.0121034
0.508232,0.0247698,,2e-05,0.0011736,11,123,15,0.0109016
0.508092,0.030544,,0.0019857,0.0282844,466,123,161,0.0312726
0.508085,0.3586504,,0.0505405,0.1775865,27,123,9,0.0250925
0.508027,0.9723582,,0.000245,0.2106688,5091,123,23,0.0805224
0.507709,0.0033804,,0.1981564,0.0011775,287,123,113,0.1814921
0.507672,0.0034752,,2.93e-05,0.0067275,518,123,9,0.0372229
0.507615,0.0560167,,0.3125627,0.0012235,414,123,672,0.0551098
0.507459,0.0083426,,0.0105399,0.0010214,30,123,1,0.0304948
0.507188,0.0142247,,0.0004781,0.004213,2,123,12,0.0120227
0.507079,0.8233023,,0.0135477,0.0023272,1940,123,92,0.0673672
0.507064,0.0050659,,8.9941243,0.131601,76,123,245,0.0150835
0.506875,0.0673809,,0.0003867,8.9992187,596,123,51,0.0546108
0.506361,0.0029377,,0.0048906,0.0335711,12,123,35,0.0619641
0.506317,0.6807514,,0.0002895,0.0009953,4558,123,87,0.1208725
0.505914,0.071054,,0.0133889,0.0041885,7,123,17,0.368058
0.505805,0.7509111,,0.0005249,126.9298733,17,123,138,0.0549486
0.50564,0.0234239,,0.3493225,0.0008267,557,123,333,0.0141006
0.505575,0.0168378,,0.1844437,23.706436,1495,123,132,0.011218
0.505509,0.0434216,,2.24e-05,0.0082911,3,123,25,0.0285268
0.505506,0.0026116,,3.85e-05,0.0002984,79,123,159,0.0693934
0.505405,0.0506574,,0.0002133,0.0162526,16,123,209,0.0291738
0.505209,0.0025192,,0.0001114,0.000704,10,123,125,0.0301979
0.505115,0.0875377,,0.0015703,0.0036193,39,123,26,0.0147794
0.505071,0.0297373,,0.0328167,0.4251944,7,123,2,0.1753335
0.504886,0.11508,,3.43e-05,0.0021291,64,123,2,0.0141424
0.50467,0.0668704,,0.0006781,2.6858709,1524,123,21,0.4874626
0.504566,0.007888,,0.0093001,0.5120244,8,123,8,0.0182381
0.504435,0.0237879,,0.0265506,3.36e-05,8,123,14,0.0393943
0.504259,0.0173618,,19.6961534,0.0005685,61,123,527,0.1011986
