auc,init_stdev,l2_reg,l2_reg_V,l2_reg_w,n_iter,random_state,rank,step_size
0.50414,0.0294672,,31.288752,19.8689676,1570,123,2,0.0201885
0.504119,0.021199,,20.7682151,0.0144805,596,123,5,0.0115759
0.504117,0.0039195,,19.1821783,0.0567725,53,123,162,0.0784479
0.504114,0.0023685,,0.0004138,0.0001124,6149,123,45,0.2025367
0.50387,0.0011615,,0.0001422,0.0009173,404,123,111,0.094519
0.503752,0.0355789,,6.42e-05,0.0003665,323,123,1,0.1574958
0.503707,0.0086396,,0.0032391,0.0006442,8,123,6,0.0244756
0.503551,0.0317169,,0.0003408,0.0021969,54,123,8,0.0241485
0.503527,0.0659014,,0.1320512,1.3861622,7,123,2,0.0182372
0.503513,0.1613775,,1.14e-05,0.0100295,26,123,30,0.0837956
0.503464,0.0179693,,1.1e-05,0.000647,7763,123,7,0.258302
0.503374,0.4165634,,2.1002873,0.7333122,1029,123,3,0.1839413
0.503165,0.0120472,,16.4741367,2.1800718,8265,123,3,0.0107856
0.503076,0.0034701,,0.0001183,0.0009862,451,123,22,0.0235988
0.503043,0.0460051,,2.61e-05,0.0033835,21,123,7,0.0144419
0.50296,0.0036855,,0.0002135,0.0001004,84,123,1,0.0257492
0.502915,0.0354991,,6.0931824,1.47e-05,19,123,14,0.0865647
0.502791,0.3323076,,32.8330729,1.804793,1596,123,19,0.0100278
0.502373,0.2296841,,13.0065767,3.02e-05,336,123,177,0.1734481
0.502268,0.0050422,,4.55e-05,0.000494,25,123,246,0.088111
0.50225,0.0086214,,2.5620401,1981.1271742,54,123,57,0.0195675
0.501575,0.2381136,,0.1085357,1.0966377,307,123,23,0.0432786
0.501572,0.0111265,,11.5264647,0.0001748,313,123,869,0.1437466
0.50154,0.058093,,108.1885185,0.0222237,345,123,2,0.0128517
0.501491,0.0223165,,11.7513347,10.608414,1330,123,1,0.0103005
0.501453,0.0040341,,1.46e-05,0.0001075,15,123,78,0.2463243
0.501403,0.1471012,,0.0008094,0.0261158,6,123,32,0.0358769
0.501329,0.1753368,,0.0048923,0.9869113,441,123,7,0.0303976
0.500998,0.0040788,,0.0001616,0.0007085,54,123,190,0.0601286
0.50065,0.0835457,,0.0043299,0.053462,27,123,6,0.0125019
0.500571,0.0043262,,0.0004372,0.0002563,401,123,195,0.0249208
0.500524,0.0405747,,3.32e-05,0.0005595,45,123,7,0.0142143
0.500395,0.0318303,,118.4582216,0.2347154,258,123,131,0.0107611
0.500387,0.0451722,,22.5521713,6.6e-05,341,123,11,0.0437236
0.500339,0.0462549,,1.69e-05,0.0873613,59,123,60,0.0378712
0.500327,0.0067345,,1.5756309,0.0415914,371,123,26,0.0100943
0.500312,0.0043848,,7.9526947,0.0135543,46,123,539,0.0208319
0.500271,0.0202905,,0.000431,0.0005736,93,123,153,0.0117734
0.500256,0.0015796,,0.0098228,1.51e-05,6727,123,235,0.3586083
0.500233,0.0488733,,31.5005938,0.0004128,278,123,3,0.080304
0.500178,0.4999361,,0.0174041,0.0001613,69,123,501,0.4325409
0.500104,0.0085095,,1.6935681,0.0384678,1,123,51,0.0100481
0.500091,0.0347331,,1.01e-05,0.0032342,1,123,18,0.0200875
0.49999,0.0055592,,1.1545975,0.0017869,376,123,131,0.0115354
0.499938,0.0149752,,0.1569472,1.6288069,1358,123,3,0.1591686
0.499734,0.0014238,,0.0002926,0.002586,6,123,217,0.0832666
0.499655,0.1260761,,0.0653962,0.9193237,34,123,21,0.0450304
0.499469,0.3204467,,7.4744204,0.0004058,4,123,295,0.0689553
0.499446,0.0010148,,1.9158376,0.2907454,5,123,53,0.0367986
0.499342,0.027404,,4.08e-05,0.0020922,23,123,227,0.0446056
0.499265,0.0380743,,0.0002986,0.0182093,22,123,46,0.0265326
0.499234,0.0943673,,10514.4713841,228.4541861,7,123,86,0.1875511
0.499089,0.8959195,,1.78e-05,9.98e-05,44,123,318,0.0261095
0.499037,0.0472502,,9.92e-05,0.8075789,1646,123,80,0.0100016
0.498934,0.0080676,,4.35e-05,0.0092712,317,123,1,0.0283461
0.498673,0.0028798,,0.0003305,3.56e-05,5,123,33,0.1290455
0.498524,0.0366948,,7.35e-05,0.0013184,82,123,394,0.0224074
0.498499,0.0011591,,1.1e-05,2.82e-05,328,123,72,0.0525366
0.498256,0.2244664,,179.6830781,96643.7679153,2,123,270,0.1998623
0.498254,0.003355,,54.8164678,0.0002267,655,123,909,0.0475963
0.498228,0.023933,,4.56e-05,0.0001903,147,123,22,0.0100316
0.498225,0.0460422,,0.0416505,0.019861,262,123,4,0.0878791
0.497766,0.0968987,,0.001373,0.0118003,415,123,245,0.0144021
0.497669,0.074742,,3.17e-05,0.0023553,2,123,5,0.028074
0.497645,0.0196868,,0.0005196,896.2140881,5,123,64,0.0296775
0.497539,0.0182837,,0.0034611,54.295879,733,123,47,0.0170245
0.497454,0.0670874,,0.0685517,1.4601683,9,123,38,0.0166323
0.4973,0.049958,,0.0002032,0.0050191,75,123,19,0.3840552
0.496871,0.0086383,,0.000138,0.0384277,91,123,35,0.0217881
0.496828,0.0409473,,4690.8547141,0.0527306,74,123,15,0.042248
0.496687,0.12839,,0.0003002,1.315173,1,123,738,0.010975
0.496654,0.2922561,,0.0026825,0.0308866,789,123,440,0.0638125
0.496332,0.0420666,,0.0021944,0.4287441,5,123,208,0.0198337
0.496298,0.0053577,,0.0480236,3.67e-05,246,123,109,0.0372708
0.496055,0.0192158,,144.2822431,0.0001327,209,123,8,0.0257752
0.495924,0.0915812,,24944.6392741,5.79e-05,52,123,55,0.0166766
0.495875,0.2501282,,5.051804,2.67e-05,109,123,743,0.1180781
0.495252,0.1465359,,20.4206501,16.1632367,3571,123,67,0.0177103
0.495083,0.1002112,,0.0004558,6.4340929,420,123,116,0.0231229
0.495051,0.0234359,,200.4150017,1.32e-05,12,123,3,0.1854187
0.494641,0.0714184,,295.770969,9.39e-05,132,123,273,0.0395356
0.49455,0.0221552,,0.5473074,13895.1328792,103,123,9,0.1166336
0.494331,0.0011386,,1.65e-05,162.0908524,18,123,71,0.0774394
0.493756,0.1254797,,0.0002293,0.0033056,227,123,309,0.0459204
0.493533,0.0385115,,644.1282887,0.0011073,10,123,5,0.0419695
0.493475,0.0201794,,0.0004472,0.0003444,204,123,5,0.0179322
0.493405,0.0022558,,0.0228025,1.98e-05,100,123,73,0.0247597
0.49328,0.7910835,,0.7352003,0.3362888,13,123,37,0.023928
0.493142,0.1299724,,421.0173745,3.83e-05,18,123,690,0.0293375
0.49294,0.566088,,0.0240816,25.5369769,21,123,60,0.0214727
0.492898,0.0284585,,0.0002114,0.0029985,118,123,10,0.018528
0.49281,0.2156808,,0.0122603,0.5840546,38,123,22,0.0139227
0.492774,0.00101,,0.0011917,0.0001695,4,123,167,0.0356842
0.492043,0.0303778,,0.5667767,0.5952401,4934,123,249,0.1370755
0.491933,0.1475224,,9.33e-05,0.0001984,221,123,43,0.0630902
0.491554,0.1193477,,0.0332661,0.0017759,253,123,58,0.0314356
0.491268,0.2043748,,2.87e-05,0.0028991,5892,123,15,0.3827543
0.491096,0.0015277,,9.31e-05,7.41e-05,144,123,4,0.033144
0.491044,0.0010117,,2.27e-05,3.26e-05,1,123,258,0.1133384
0.491009,0.0017544,,0.005091,0.0003158,1274,123,130,0.4434472
0.491002,0.001127,,0.003253,1.75e-05,1,123,91,0.0866567
0.490559,0.0032395,,0.0120177,0.0038167,205,123,84,0.0256164
0.490113,0.0911562,,2.78e-05,0.0019623,360,123,78,0.0211001
0.488987,0.0371057,,0.0108146,0.0006878,201,123,541,0.0100887
0.488338,0.0215707,,0.0054468,0.0021347,2479,123,14,0.48753
0.488027,0.214314,,1.27e-05,0.0003466,242,123,83,0.0315964
0.486802,0.0581602,,1.0328535,0.991623,6780,123,412,0.0224957
0.486734,0.051884,,0.9356973,0.0056222,120,123,11,0.0528339
0.485974,0.0325453,,0.2250828,0.0307047,4,123,97,0.0227012
0.485639,0.2222603,,0.0084432,0.0002058,4,123,6,0.0100103
0.485453,0.1904954,,38.8993225,1.04e-05,67,123,23,0.0604254
0.485122,0.0026556,,2.67e-05,0.0002913,4393,123,99,0.3326841
0.485046,0.0108664,,1.1972588,0.2688938,176,123,1,0.0254286
0.483681,0.1935042,,5.61e-05,0.0111148,104,123,42,0.0118907
0.481939,0.0023208,,0.0002576,0.0001058,116,123,488,0.0593783
0.480908,0.0012658,,0.006123,1.59e-05,168,123,281,0.046969
0.480833,0.0790006,,0.0001954,9.0907625,161,123,6,0.0156956
0.479101,0.0321565,,4.48e-05,10.7613034,42,123,121,0.0578047
0.476315,0.170143,,6.17e-05,0.0036654,175,123,125,0.0251524
0.473491,0.0533651,,0.0096025,0.0003968,91,123,3,0.1068026
0.471548,0.0096001,,0.001106,1.727846,127,123,37,0.0365717
0.462127,0.0523699,,0.0026024,9.96e-05,115,123,2,0.1403964
0.460121,0.0028102,,0.0004918,4.66e-05,143,123,529,0.1153601
0.446008,0.0015349,,0.4220697,0.0090994,146,123,55,0.2127602
-0.0,0.0877915,,75221.4982942,0.0222261,2009,123,425,0.0124426
-0.0,0.0448323,,7810.6512874,0.3554672,2501,123,7,0.0149085
-0.0,0.0773577,,0.0040938,88647.7072165,1002,123,32,0.0352727
-0.0,0.0256408,,2880.6211305,0.8050814,1999,123,3,0.0170176
-0.0,0.0078602,,557.4874335,0.1074587,1014,123,3,0.0150751
-0.0,0.0281786,,253.0113387,5.1095861,2423,123,7,0.0193751
-0.0,0.2568908,,0.6879032,995.3754143,8777,123,66,0.0220818
-0.0,0.0631375,,419.6749023,0.0133298,1617,123,6,0.0289013
-0.0,0.0150951,,227.7916703,0.0015044,7169,123,3,0.018722
-0.0,0.0252851,,2071.4165683,0.0312091,5879,123,6,0.0130938
-0.0,0.0230288,,1401.7247365,0.0023525,2207,123,5,0.0139514
-0.0,0.0088972,,670.2527038,0.0440873,1820,123,7,0.0175261
-0.0,0.0016401,,1.01e-05,1678.8689116,824,123,30,0.2164274
-0.0,0.04956,,0.0001599,4890.7169341,187,123,13,0.0610212
-0.0,0.0055479,,1.69e-05,457.9795201,931,123,132,0.089081
-0.0,0.0186945,,434.0232668,0.0106017,3640,123,10,0.0253962
-0.0,0.0029164,,15219.8503902,0.0058247,5131,123,5,0.0160465
-0.0,0.0246486,,349.3214392,0.1307571,2041,123,16,0.0156531
-0.0,0.4531733,,0.1914302,103.1536895,2743,123,952,0.0387938
-0.0,0.0418003,,1025.4954906,0.2243408,1307,123,1,0.0179967
-0.0,0.0691133,,597.7444754,0.0019908,1447,123,6,0.0190853
-0.0,0.0211552,,3.2379836,252.1054766,1760,123,386,0.0251771
-0.0,0.0014216,,0.0082198,807.6371894,2032,123,57,0.097791
-0.0,0.0336071,,74.3826617,96.4616193,154,123,22,0.4145584
-0.0,0.1300117,,0.0100114,47350.5425711,289,123,394,0.1119416
-0.0,0.0091083,,41035.564087,387.6818698,4441,123,9,0.1029245
-0.0,0.3509546,,0.0001754,196.2760748,395,123,12,0.4146713
-0.0,0.0817604,,0.0020618,2084.6364028,7046,123,12,0.0223697
-0.0,0.0931829,,31714.1306119,0.2654103,991,123,15,0.0148337
-0.0,0.0573973,,0.0001285,7996.9817074,3849,123,8,0.0101728
-0.0,0.0012145,,2738.987141,2.3e-05,208,123,31,0.0110722
-0.0,0.072388,,0.0001084,634.4930265,9704,123,25,0.2177472
-0.0,0.051878,,20076.3480853,7.8195423,4953,123,51,0.0341741
-0.0,0.0010342,,0.0003721,26352.5846481,1385,123,125,0.1158471
-0.0,0.0010118,,1701.4516366,0.0002514,1673,123,109,0.0399941
-0.0,0.0018872,,625.2554979,0.0079722,4603,123,828,0.0707218
-0.0,0.9056939,,3.76e-05,7.5085066,7128,123,4,0.4338058
-0.0,0.0018827,,1.05e-05,85033.5822562,363,123,50,0.1486581
-0.0,0.0382371,,154.4095626,0.0013207,1701,123,3,0.0204045
-0.0,0.0011176,,0.0006549,3367.5839379,1064,123,42,0.1606712
-0.0,0.0041458,,2.06e-05,35.345142,2082,123,433,0.0963787
-0.0,0.001013,,3.41e-05,39738.3807879,1237,123,280,0.0609391
-0.0,0.0093234,,2.68e-05,340.0778721,1741,123,38,0.0331662
-0.0,0.0559142,,5809.6866187,0.0012006,9991,123,23,0.0100306
-0.0,0.0111822,,214.3781192,31.947033,7998,123,13,0.022365
-0.0,0.0129127,,35183.6653223,4.24e-05,528,123,9,0.0346615
-0.0,0.077318,,33.167241,0.0876221,1805,123,2,0.1301802
-0.0,0.0193379,,178.8817901,0.0095049,5103,123,5,0.0222851
-0.0,0.0051109,,263.6508748,2.9125807,226,123,1,0.0828675
-0.0,0.0068217,,51051.2935402,0.0160741,724,123,10,0.0100153
-0.0,0.0189393,,3735.8440996,0.4767911,4023,123,15,0.0100898
-0.0,0.0416496,,0.0746652,9153.4481433,166,123,43,0.0697085
-0.0,0.1035966,,119.4866501,6.88e-05,549,123,5,0.2288745
-0.0,0.0242784,,90.4959742,6.0031116,2269,123,4,0.0508283
-0.0,0.018808,,869.6070008,0.0003345,738,123,9,0.0402419
-0.0,0.010643,,277.3222107,0.0705687,1557,123,7,0.0187844
-0.0,0.0084913,,87610.5347985,0.0158598,2625,123,4,0.0136749
-0.0,0.0223561,,41670.8613897,0.000218,9956,123,10,0.0628102
-0.0,0.001729,,3087.0876245,0.0037642,180,123,498,0.2815082
-0.0,0.0609492,,5361.2821373,267.1387456,1375,123,268,0.0552901
-0.0,0.0793338,,67.6066893,0.000372,2204,123,252,0.0428516
-0.0,0.0641116,,88.8224621,48.646957,5784,123,45,0.0330606
-0.0,0.1317758,,12152.1027262,0.0006636,630,123,12,0.0349074
-0.0,0.028907,,698.2207942,3.65e-05,141,123,634,0.0385412
-0.0,0.0507076,,361.2318648,6.08e-05,507,123,987,0.0802031
-0.0,0.0433168,,66.0581816,0.0002256,3405,123,473,0.0753675
-0.0,0.0996131,,119.676178,2.31e-05,650,123,693,0.0589538
-0.0,0.0204685,,150.6748479,0.0719235,1472,123,18,0.0489197
-0.0,0.029523,,584.5381942,0.5844863,804,123,66,0.0646265
-0.0,0.4381779,,0.0079284,139.174107,4272,123,160,0.020804
-0.0,0.0378885,,10428.3114994,0.0069142,8261,123,29,0.0153144
-0.0,0.0116676,,1529.9015922,0.0906591,475,123,6,0.0192796
-0.0,0.0091135,,12626.7740803,0.0014254,381,123,342,0.0319235
-0.0,0.093386,,489.4056745,0.0070215,1801,123,427,0.0610145
-0.0,0.0422508,,1797.1271004,0.0267774,2223,123,13,0.0226741
-0.0,0.0671499,,430.1227478,3.72e-05,1353,123,12,0.0673812
-0.0,0.0272823,,279.7547236,2.61e-05,2257,123,16,0.049637
-0.0,0.0215891,,242.1682763,0.0001703,1534,123,7,0.046997
-0.0,0.0078595,,91.6261898,1.91e-05,578,123,20,0.05752
-0.0,0.0140563,,1056.5953361,4.05e-05,3432,123,1,0.054078
-0.0,0.0103823,,182.5568669,7.76e-05,1093,123,10,0.0433776
-0.0,0.0306006,,43.7146358,0.0001202,1780,123,5,0.0668211
-0.0,0.0515954,,4045.4721889,0.0004636,2529,123,288,0.0766262
-0.0,0.11811,,1592.4127502,0.002349,1031,123,4,0.0256886
-0.0,0.1152946,,0.0881814,4640.2124846,4034,123,95,0.0619651
-0.0,0.7620247,,61.4718085,0.008257,3895,123,9,0.0363176
-0.0,0.1231033,,2310.5816482,9.47e-05,1803,123,29,0.0560901
-0.0,0.0748623,,128.2566753,60977.1413222,957,123,1,0.0371594
-0.0,0.0180284,,0.0007366,0.0096543,9998,123,74,0.4908035
-0.0,0.0278999,,1.01e-05,24201.77408,5153,123,153,0.0300072
-0.0,0.0256556,,363.8025898,0.043194,3101,123,21,0.023991
-0.0,0.0317582,,199.8498023,0.0091888,2132,123,12,0.0313473
-0.0,0.0040112,,6955.7663694,0.0184759,1302,123,33,0.1640725
-0.0,0.0619882,,313.7202993,0.0173212,2607,123,107,0.010075
-0.0,0.0102184,,996.469245,0.2646404,909,123,2,0.0103119
-0.0,0.0064089,,24069.8454531,0.1945698,5614,123,2,0.0129465
-0.0,0.0126792,,0.0288456,492.7103165,4008,123,105,0.0185489
-0.0,0.045585,,2793.7662116,0.0013407,4847,123,226,0.0219357
-0.0,0.0347805,,1259.2153064,1.2047582,1866,123,167,0.0132884
-0.0,0.0182081,,666.2797419,0.3083012,8276,123,91,0.0155776
-0.0,0.0227878,,179.4453582,0.0586369,5013,123,26,0.0165751
-0.0,0.0413015,,0.0067282,28899.8150518,9825,123,195,0.0147011
-0.0,0.0162115,,4592.8168005,1.0023019,1841,123,1,0.0149865
-0.0,0.1259808,,0.0001855,178.3295499,9832,123,12,0.0309423
-0.0,0.2090494,,1270.9856726,2.9855764,4510,123,196,0.0281189
-0.0,0.0097325,,17783.8851452,0.0143829,1159,123,13,0.0483546
-0.0,0.0073121,,1198.5018445,3.5901732,1163,123,3,0.011832
-0.0,0.0148585,,451.9064279,0.0342587,3612,123,2,0.0142623
-0.0,0.066461,,3171.4445592,0.3452106,7957,123,13,0.0183872
-0.0,0.0184555,,0.0028753,1831.3317833,3005,123,29,0.0330255
-0.0,0.0345888,,60538.0095417,4.8748991,5460,123,83,0.330548
-0.0,0.0178948,,353.9733411,0.0284067,1593,123,9,0.0288761
-0.0,0.0381187,,792.4506841,0.2081418,1581,123,10,0.0255727
-0.0,0.042026,,275.0488778,0.0067041,3434,123,7,0.0213824
-0.0,0.0554028,,91.1071384,0.1188393,1113,123,36,0.0752563
-0.0,0.0155835,,5433.7157653,0.0122254,1909,123,16,0.0227226
-0.0,0.0597415,,176.5086517,0.0458895,2860,123,2,0.0156192
-0.0,0.0241811,,2402.2359214,0.0153607,4396,123,277,0.0188103
-0.0,0.026001,,497.8670737,0.0050843,2150,123,4,0.0199629
-0.0,0.0119822,,223.1483351,0.1651033,7384,123,67,0.1967399
-0.0,0.0016304,,0.0067459,11272.5660117,9974,123,51,0.0803482
-0.0,0.3093921,,2.48e-05,17.230756,6034,123,158,0.1831749
-0.0,0.0988234,,1958.1066757,0.0601649,6097,123,8,0.0136793
-0.0,0.0517589,,816.7398327,1.7559239,2505,123,12,0.0166052
-0.0,0.0289368,,8316.7174605,0.1159853,3869,123,6,0.0113054
-0.0,0.0035029,,0.0014613,54.1908771,2597,123,273,0.1056324
-0.0,0.5389096,,1041.6745542,0.0001149,6684,123,357,0.0681131
