[1]	train's auc: 0.607895	valid1's auc: 0.608426
Training until validation scores don't improve for 50 rounds.
[2]	train's auc: 0.642385	valid1's auc: 0.642872
[3]	train's auc: 0.646879	valid1's auc: 0.64753
[4]	train's auc: 0.649538	valid1's auc: 0.65037
[5]	train's auc: 0.650952	valid1's auc: 0.651717
[6]	train's auc: 0.651994	valid1's auc: 0.652752
[7]	train's auc: 0.65309	valid1's auc: 0.653876
[8]	train's auc: 0.654381	valid1's auc: 0.655069
[9]	train's auc: 0.655236	valid1's auc: 0.656008
[10]	train's auc: 0.656604	valid1's auc: 0.657342
[11]	train's auc: 0.657416	valid1's auc: 0.658076
[12]	train's auc: 0.660376	valid1's auc: 0.660832
[13]	train's auc: 0.659119	valid1's auc: 0.659554
[14]	train's auc: 0.658681	valid1's auc: 0.659167
[15]	train's auc: 0.660216	valid1's auc: 0.660685
[16]	train's auc: 0.661736	valid1's auc: 0.662045
[17]	train's auc: 0.662006	valid1's auc: 0.662229
[18]	train's auc: 0.662962	valid1's auc: 0.663184
[19]	train's auc: 0.662775	valid1's auc: 0.663059
[20]	train's auc: 0.663519	valid1's auc: 0.663794
[21]	train's auc: 0.664633	valid1's auc: 0.664761
[22]	train's auc: 0.664712	valid1's auc: 0.664727
[23]	train's auc: 0.665538	valid1's auc: 0.66541
[24]	train's auc: 0.665709	valid1's auc: 0.665477
[25]	train's auc: 0.66683	valid1's auc: 0.666378
[26]	train's auc: 0.668163	valid1's auc: 0.66773
[27]	train's auc: 0.668969	valid1's auc: 0.668524
[28]	train's auc: 0.669769	valid1's auc: 0.669385
[29]	train's auc: 0.670478	valid1's auc: 0.67001
[30]	train's auc: 0.671416	valid1's auc: 0.670935
[31]	train's auc: 0.672048	valid1's auc: 0.671614
[32]	train's auc: 0.67344	valid1's auc: 0.673092
[33]	train's auc: 0.676065	valid1's auc: 0.675855
[34]	train's auc: 0.676807	valid1's auc: 0.676538
[35]	train's auc: 0.678442	valid1's auc: 0.678345
[36]	train's auc: 0.678629	valid1's auc: 0.678472
[37]	train's auc: 0.679939	valid1's auc: 0.67973
[38]	train's auc: 0.681824	valid1's auc: 0.681403
[39]	train's auc: 0.683374	valid1's auc: 0.682867
[40]	train's auc: 0.684516	valid1's auc: 0.683963
[41]	train's auc: 0.68523	valid1's auc: 0.684686
[42]	train's auc: 0.685866	valid1's auc: 0.685333
[43]	train's auc: 0.686552	valid1's auc: 0.685849
[44]	train's auc: 0.687091	valid1's auc: 0.686309
[45]	train's auc: 0.687673	valid1's auc: 0.686836
[46]	train's auc: 0.688473	valid1's auc: 0.687492
[47]	train's auc: 0.689002	valid1's auc: 0.687957
[48]	train's auc: 0.689632	valid1's auc: 0.688539
[49]	train's auc: 0.690231	valid1's auc: 0.689124
[50]	train's auc: 0.690822	valid1's auc: 0.689589
[51]	train's auc: 0.69128	valid1's auc: 0.689958
